;civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
1813;M;Directeur Général Adjoint;DECKERS;Jean-Séverin;1007;DECKERS Jean-Séverin
1814;M;PRESIDENT;MACHARD;Jean-Francois;1008;MACHARD Jean-Francois
1815;M;DELEGUE GENERAL;RICHARD;Gilles;1008;RICHARD Gilles
1816;MME;PRESIDENTE;PREVOT MADERE;Joelle;1009;PREVOT MADERE Joelle
1817;MME;DIRECTRICE FONDATRICE;CARANTOIS;Veronique;1010;CARANTOIS Veronique
1818;M;Président;SCHWEITZER;Louis;1011;SCHWEITZER Louis
1819;M;Président;ROUSSEAU;Régis;1012;ROUSSEAU Régis
1820;M;Président;DESMOUCEAUX;Loïc;1013;DESMOUCEAUX Loïc
1821;M;Président;POUËSSEL;Stéphane;1014;POUËSSEL Stéphane
1822;M;Président;DUCHESNE;Frédéric;1015;DUCHESNE Frédéric
1823;M;Directeur Général - Pharmacien responsable;ALDOSA;Régis;1015;ALDOSA Régis
1824;MME;Présidente directrice générale;COUPET;Catherine;1016;COUPET Catherine
1825;M;Directeur général France;HARSCOUET;Jacques-Yves;1016;HARSCOUET Jacques-Yves
1826;M;Directeur général zone Nord Ouest Europe;LEGER;Bertrand;1016;LEGER Bertrand
1827;M;Directeur général zone Europe Méditerranée;ACHOUR;Youssef;1016;ACHOUR Youssef
1828;M;Directeur général zone Eurasie;ANGLADE;Julien;1016;ANGLADE Julien
1829;M;Directeur général Amérique du Nord et Amérique centrale;CHAUDERLOT;Gaétan;1016;CHAUDERLOT Gaétan
1830;M;Directeur général Amérique du Sud;PEREZ;Alexandre;1016;PEREZ Alexandre
1831;M;Président;ZARADER;Raphaël;1017;ZARADER Raphaël
1832;M;Directeur général;TROUVÉ;Nicolas;1017;TROUVÉ Nicolas
1833;MME;Déléguée générale;MARESCHAL;Ingrid;1018;MARESCHAL Ingrid
1834;M;Président;BARRAULT;Jean-Sébastien;1018;BARRAULT Jean-Sébastien
1835;M;PRESIDENT;GRANDGUILLAUME;Laurent;1019;GRANDGUILLAUME Laurent
1836;M;Vice-Président;DAVY DE VIRVILLE;Michel;1019;DAVY DE VIRVILLE Michel
1837;M;Vice-Président;VALENTIN;Patrick;1019;VALENTIN Patrick
1838;M;Président;GHARBI;Lamine;1020;GHARBI Lamine
1839;M;Délégué Général;BALLEREAU;Michel;1020;BALLEREAU Michel
1840;MME;Présidente;AUDRY;Régine;1021;AUDRY Régine
1841;M;Secrétaire Général par interim;DAUPHIN;Frédéric;1021;DAUPHIN Frédéric
1842;M;Président;VANEL;Hugues;1022;VANEL Hugues
1843;MME;Présidente;BERTILLOT;Agnès;1023;BERTILLOT Agnès
1844;MME;Secrétaire Générale;BURENS PITANCE;Anne Laure;1023;BURENS PITANCE Anne Laure
1845;M;Gérant;MLINDASSE;Hamissi;1024;MLINDASSE Hamissi
1846;MME;Présidente;GRUAT LAFORME;Cécile;1025;GRUAT LAFORME Cécile
1847;M;PRESIDENT;BRZUSCZAK;Robert;1026;BRZUSCZAK Robert
1848;M;Président Directeur Général;DERVILLE;Fabien;1027;DERVILLE Fabien
1849;M;Directeur général délégué;MÉLIS;Olivier;1027;MÉLIS Olivier
1850;M;Directeur général délégué;FLIPO;Alain;1027;FLIPO Alain
1851;M;Directeur général délégué;FORNES;Ignacio;1027;FORNES Ignacio
1852;M;Président;MARCHAL;Pascal;1028;MARCHAL Pascal
1853;M;Trésorier;THIRY;Xavier;1028;THIRY Xavier
1854;M;Partner;ADEL;Joshua;1029;ADEL Joshua
1855;M;Président;GOGUET;Pierre;1030;GOGUET Pierre
1856;M;Directeur général;FALCK;Bernard;1030;FALCK Bernard
1857;M;Directeur Général;RICHARD;Louis-François;1031;RICHARD Louis-François
1858;MME;Associée-gérante;GUERRIER;Manuelle;1032;GUERRIER Manuelle
1859;M;Président;BARDET;Jean-Paul;1033;BARDET Jean-Paul
1860;M;Président;RIEUNAU;Christophe;1034;RIEUNAU Christophe
1861;M;Président;DUBREIL;Patrick;1035;DUBREIL Patrick
1862;MME;Présidente;CHAPELOTTE;Patricia;1036;CHAPELOTTE Patricia
1863;MME;Associée-gérante;SACHEL;Fanny;1037;SACHEL Fanny
1864;M;PRESIDENT;PORCHER;Constant;1038;PORCHER Constant
1865;M;VICE PRESIDENT;LAMOTTE;Richard;1038;LAMOTTE Richard
1866;M;SECRETAIRE;MORIN;Christian;1038;MORIN Christian
1867;M;TRESORIER;GERMAIN;Jacques;1038;GERMAIN Jacques
1868;M;Directeur général délégué;LABOSSIÈRE;Gilles;1039;LABOSSIÈRE Gilles
1869;M;Président directeur général;SEYDOUX;Henri;1039;SEYDOUX Henri
1870;M;Président;THOMAS;Jean-Pierre;1040;THOMAS Jean-Pierre
1871;M;Directeur;CREVEL;Philippe;1040;CREVEL Philippe
1872;M;Président;MILLER;Emmanuel;1041;MILLER Emmanuel
1873;M;Directeur Général;MALECAMP;Bruno;1041;MALECAMP Bruno
1874;M;Directeur Général Délégué;NIEL;Xavier;1042;NIEL Xavier
1875;M;Directeur Général Délégué;ASSAF;Rani;1042;ASSAF Rani
1876;M;Directeur Général Délégué;BIDINOT;Alexis;1042;BIDINOT Alexis
1877;M;Directeur Général;REYNAUD;Thomas;1042;REYNAUD Thomas
1878;M;Directeur Général Délégué;LEVAVASSEUR;Antoine;1042;LEVAVASSEUR Antoine
1879;M;Président;LOMBARDINI;Maxime;1042;LOMBARDINI Maxime
1880;M;Avocat;FAGES;Fabrice;1043;FAGES Fabrice
1881;M;Président;GOTTERBARM;Henrik;1044;GOTTERBARM Henrik
1882;MME;Présidente;WEBER;Caroline;1045;WEBER Caroline
1883;MME;Vice-présidente;LEVET;Pascale;1045;LEVET Pascale
1884;MME;Trésorier;GIALDINI;Laurence;1045;GIALDINI Laurence
1885;M;Secrétaire;GOMEZ;Pierre-Yves;1045;GOMEZ Pierre-Yves
1886;MME;Déléguée générale;BEYSSAC;Christine;1045;BEYSSAC Christine
1887;M;1er Vice Président;PLANTE;Henri Jean Pascal;1046;PLANTE Henri Jean Pascal
1888;M;2ème Vice Président;ANDY;Hutson;1046;ANDY Hutson
1889;M;4ème Vice Président;ROBERT;Jean Pierrick;1046;ROBERT Jean Pierrick
1890;M;Trésorier adjoint;RICKMOUNIE;Cyrille Joanick André;1046;RICKMOUNIE Cyrille Joanick André
1891;M;Secrétaire;CAROUPAYE;Jean-Bernard;1046;CAROUPAYE Jean-Bernard
1892;M;Secrétaire adjoint;LEUNG SAM FONG;Eric;1046;LEUNG SAM FONG Eric
1893;M;3ème Vice Président;PONAPIN EGAMBARAREDDY;Sully Pascal;1046;PONAPIN EGAMBARAREDDY Sully Pascal
1894;M;5ème Vice Président;ZARIF FIROUZ ASKARI;Mansour;1046;ZARIF FIROUZ ASKARI Mansour
1895;M;Trésorier;NARAYANIN;Théophane;1046;NARAYANIN Théophane
1896;M;Président;PATEL;Ibrahim;1046;PATEL Ibrahim
1897;M;Délégué Général;GOLDSMITH;Frédéric;1047;GOLDSMITH Frédéric
1898;M;Président;BRILLION;Frédéric;1047;BRILLION Frédéric
1899;M;Président;MAZAS;Christian;1048;MAZAS Christian
1900;M;Président;DE LAVENNE;Bertrand;1049;DE LAVENNE Bertrand
1901;M;Président;BOCCON-GIBOD;Sylvain;1050;BOCCON-GIBOD Sylvain
1902;M;Président;BOEHLY;Frank;1051;BOEHLY Frank
1903;M;Président;AUFFRAY;Paul;1052;AUFFRAY Paul
1904;M;Gérant;CHEVILLON;Carl;1053;CHEVILLON Carl
1905;M;Président;TANAY;Christophe;1054;TANAY Christophe
1906;M;Président délégué;DELESTRE;Gilles;1054;DELESTRE Gilles
1907;M;Délégué général;DELVOLVÉ;Géraud;1054;DELVOLVÉ Géraud
1908;M;président directeur général;DE ROMANET;Augustin;1055;DE ROMANET Augustin
1909;M;Délégué Général;DE FLEURIEU;Antoine;1056;DE FLEURIEU Antoine
1910;MME;Présidente;HEYDEMANN;Christel;1056;HEYDEMANN Christel
1911;M;Président Jeunes Africulteurs Bourgogne Franche-Comté;POINT;Florent;1057;POINT Florent
1912;M;President;FAURY;Guillaume;1058;FAURY Guillaume
1913;M;Gérant;BONFILS;Sébastien;1059;BONFILS Sébastien
1914;M;Président CGPME 74;DELAPLAGNE;Jean-Michel;1060;DELAPLAGNE Jean-Michel
1915;M;Secrétaire Général;FALCOMATA;Andre;1060;FALCOMATA Andre
1916;M;Directeur Général;ROSE;Frédéric;1061;ROSE Frédéric
1917;M;Président;DUMAS;Bruno;1062;DUMAS Bruno
1918;M;Président;MENEGAUX;Florent;1063;MENEGAUX Florent
1919;M;Gérant non Commandité;CHAPOT;Yves;1063;CHAPOT Yves
1920;M;Président;TORROLLION;Jean-Marc;1064;TORROLLION Jean-Marc
1921;M;Président;COLLET;Mathieu;1065;COLLET Mathieu
1922;M;Directeur Général;WITTENBERG;Martin;1065;WITTENBERG Martin
1923;MME;Présidente;LUCE;Mélanie;1066;LUCE Mélanie
1924;MME;Secrétaire générale;CHAPELIER;Juliette;1066;CHAPELIER Juliette
1925;M;Trésorier;LOMBE;Annaël;1066;LOMBE Annaël
1926;M;Vice-Président;DIARRA;Abdoulaye;1066;DIARRA Abdoulaye
1927;M;Président;BOUR;Daniel;1067;BOUR Daniel
1928;M;Président du directoire;FARANDOU;Jean-Pierre;1068;FARANDOU Jean-Pierre
1929;M;Président délégué du directoire;JEANTET;Patrick;1068;JEANTET Patrick
1930;M;Directeur général;ABADIE;Pierre-Marie;1069;ABADIE Pierre-Marie
1931;MME;Présidente;POLLES;Jeanne;1070;POLLES Jeanne
1932;M;Président;CAZAUSSUS;Elie;1071;CAZAUSSUS Elie
1933;M;Président;MUSY;Laurent;1072;MUSY Laurent
1934;M;Administrateur;JONNARD;Pierre;1072;JONNARD Pierre
1935;M;Administrateur;MONTABONEL;Vincent;1072;MONTABONEL Vincent
1936;MME;Directrice Générale;DORGERET;Isabelle;1072;DORGERET Isabelle
1937;M;Administrateur;BERNARD;Gilles;1072;BERNARD Gilles
1938;M;Admnistrateur;BESNARD;Roland;1072;BESNARD Roland
1939;M;Administrateur;CHEMINEL;Pierre Alexandre;1072;CHEMINEL Pierre Alexandre
1940;M;Administrateur;DIDIER;Frédéric;1072;DIDIER Frédéric
1941;M;Administrateur;LAGIER;Francis;1072;LAGIER Francis
1942;M;Administrateur;FAYET;Jean Baptiste;1072;FAYET Jean Baptiste
1943;M;Administrateur;FISHER;Laurent;1072;FISHER Laurent
1944;M;Président;ROLLET;Marc;1073;ROLLET Marc
1945;MME;secrétaire général;SCHMITT;Claire;1073;SCHMITT Claire
1946;M;Président;BELEGAUD;Yves;1074;BELEGAUD Yves
1947;M;Délégué Général;GAUTHIER;Thomas;1074;GAUTHIER Thomas
1948;MME;GERANTE;VERILHAC MARZIN;Stephanie;1075;VERILHAC MARZIN Stephanie
1949;M;Président directeur général;ETCHEBERRIGARAY;Michel;1076;ETCHEBERRIGARAY Michel
1950;M;Président;BURELLE;Laurent;1077;BURELLE Laurent
1951;M;Directeur Général;SOULMAGNON;François;1077;SOULMAGNON François
1952;M;Directeur Général;PUIT;Olivier;1078;PUIT Olivier
1953;M;Directeur Général;PELLERIN;Teddy;1079;PELLERIN Teddy
1954;M;Président;JACOB;Mathieu;1079;JACOB Mathieu
1955;MME;Presidente CMAI;LAPORTE;Nathalie;1080;LAPORTE Nathalie
1956;M;President CMAI Délégation Dordogne;GOURAUD;Didier;1080;GOURAUD Didier
1957;M;Président CMAI Délégation Lot et Garonne;SETZE;Yvon;1080;SETZE Yvon
1958;M;Secrétaire Général;BLANCHER;Xavier;1080;BLANCHER Xavier
1959;M;Président;MONTAGNE;Thomas;1081;MONTAGNE Thomas
1960;M;Président;LE PICARD;Olivier;1082;LE PICARD Olivier
1961;M;Président;MAGUIN;Pascal;1083;MAGUIN Pascal
1962;MME;Vice-Présidente;LIND;Liliane;1083;LIND Liliane
1963;M;Vice-Président;RAMPONI;Armand;1083;RAMPONI Armand
1964;M;Vice-Président;NOSAL;Christian;1083;NOSAL Christian
1965;M;Vice-Président;PERRIER;Franck;1083;PERRIER Franck
1966;M;PRESIDENT;SAPIR;Oren;1084;SAPIR Oren
1967;M;vice-président;KEROUANTON;Pascal;1084;KEROUANTON Pascal
1968;M;DELEGUE GENERAL;PIERRE;Jean-Mary;1084;PIERRE Jean-Mary
1969;M;Président de Hammerson France, elle-même Président de Hammerson Property Management;MOUTON;Jean-Philippe;1085;MOUTON Jean-Philippe
1970;M;Directeur General General Mills France;DE LA GIRODAY;Nicolas;1086;DE LA GIRODAY Nicolas
1971;M;Président;BURLOT;Thierry;1087;BURLOT Thierry
1972;MME;Présidente;TAPIA;Marie-Noelle;1088;TAPIA Marie-Noelle
1973;M;Président de la FNPS;BERARD-QUELIN;Laurent;1089;BERARD-QUELIN Laurent
1974;M;Président de la CCI Territoriale du Puy-de-Dôme - Membre élu;BARBIN;Claude;1090;BARBIN Claude
1975;M;PRESIDENT;LARREA PAGUAGA;Pedro;1091;LARREA PAGUAGA Pedro
1976;M;DIRECTEUR GENERAL;FAUJOUR;Eric;1091;FAUJOUR Eric
1977;M;ADMINISTRATEUR;SANCHEZ RECIO;Juan Carlos;1091;SANCHEZ RECIO Juan Carlos
1978;MME;Présidente;MESSEAN;Aude;1092;MESSEAN Aude
1979;M;Directeur;PASQUET;Joachim;1092;PASQUET Joachim
1980;M;Président;BRESSON;Bernard;1093;BRESSON Bernard
1981;M;Directeur;JACQUAND;Pierre;1093;JACQUAND Pierre
1982;M;Président;SPIRE;Géraud;1094;SPIRE Géraud
1983;M;Directeur général;LARCHER;Jean-Luc;1094;LARCHER Jean-Luc
1984;M;Président;UTZMANN;Frédéric;1095;UTZMANN Frédéric
1985;M;Président;DU GUERNY;Antoine;1096;DU GUERNY Antoine
1986;M;Président;PAGEARD;Patrick;1097;PAGEARD Patrick
1987;MME;Director, Europe;LANGENBUCHER;Anja;1098;LANGENBUCHER Anja
1988;M;Managing Director, Donor Government Relations;CERRELL;Joseph;1098;CERRELL Joseph
1989;M;President, Global Policy & Advocacy;SUZMAN;Mark;1098;SUZMAN Mark
1990;M;Président;GRUNBERG;Olivier;1099;GRUNBERG Olivier
1991;MME;Déléguée générale;PERRILLAT;Lydie;1099;PERRILLAT Lydie
1992;M;PRESIDENT;CAMAIONI;Fabrice;1100;CAMAIONI Fabrice
1993;M;Vice-Président;PIANT;Frédéric;1100;PIANT Frédéric
1994;M;Trésorier;VOGELEER;Edouard;1100;VOGELEER Edouard
1995;M;Vice-Président;TRUSCHEL;Thierry;1100;TRUSCHEL Thierry
1996;M;Vice-Président;MARIE;Christian;1100;MARIE Christian
1997;M;Président;DEMURGER;Pascal;1101;DEMURGER Pascal
1998;M;Président;ZUNZ;Steven;1102;ZUNZ Steven
1999;M;Président;ARNAUD;Jean-Michel;1102;ARNAUD Jean-Michel
2000;MME;Présidente;LAMBERT;Christiane;1103;LAMBERT Christiane
2001;M;Président;FAURE;Georges;1104;FAURE Georges
2002;M;Président;DORÉ;Christophe;1105;DORÉ Christophe
2003;MME;Secrétaire générale;TARLEVÉ;Clarice;1105;TARLEVÉ Clarice
2004;M;Président;FEKL;Matthias;1106;FEKL Matthias
2005;M;Délégué général;COSTILHES;Maxime;1106;COSTILHES Maxime
2006;M;Président;SALEMKOUR;Malik;1107;SALEMKOUR Malik
2007;M;Secrétaire général;GUIBERT;Dominique;1107;GUIBERT Dominique
2008;MME;Vice présidente;ARTIGUELONG;Maryse;1107;ARTIGUELONG Maryse
2009;MME;Vice présidente;CASTEX;Françoise;1107;CASTEX Françoise
2010;MME;Vice présidente;NOGUERES;Dominique;1107;NOGUERES Dominique
2011;M;Trésorier;ESMERY;Alain;1107;ESMERY Alain
2012;M;Délégué national;FARDEAU;Jean-Marie;1108;FARDEAU Jean-Marie
2013;MME;Directeur Général;CLERC;Béatrice;1109;CLERC Béatrice
2014;M;Directeur Général délégué;CALMAR;Stéphane;1109;CALMAR Stéphane
2015;M;Directeur Général délégué;RAMSBY;Ole F.;1109;RAMSBY Ole F.
2016;M;Directeur Général délégué;MEJLVANG;Kasper Boker;1109;MEJLVANG Kasper Boker
2017;M;Président;REGAN;Matt;1109;REGAN Matt
2018;M;Président Mars 2016- Mars 2018;ROUGER;Julien;1110;ROUGER Julien
2019;M;Président;CASAGRANDE;Pierre-Clément;1110;CASAGRANDE Pierre-Clément
2020;M;Président;GUIBERT;Alain;1111;GUIBERT Alain
2021;M;Directeur Général;FONTE;Alain;1111;FONTE Alain
2022;M;Président Directeur général;WEILL;Alain;1112;WEILL Alain
2023;M;Secrétaire Général;DREYFUSS;Arthur;1112;DREYFUSS Arthur
2024;M;Président;MARGOT;Daniel;1113;MARGOT Daniel
2025;M;PRESIDENT;RIOU;Christophe;1114;RIOU Christophe
2026;M;;HORNAIN;Jean;1115;HORNAIN Jean
2027;M;Président;GUTTIN;Gilbert;1116;GUTTIN Gilbert
2028;M;Président;LENNERTZ;James;1117;LENNERTZ James
2029;M;Directeur général;MORRIS;Richard;1117;MORRIS Richard
2030;MME;Directeur général;BAUMANN;Astrid;1117;BAUMANN Astrid
2031;M;Président;CHAPUT;Paul;1118;CHAPUT Paul
2032;M;Secrétaire Général Par Intérim;PASCAL;Erick;1118;PASCAL Erick
2033;M;Directeur Général;RIPOLL;Jacques;1119;RIPOLL Jacques
2034;M;Directeur Général Délégué;MARION;François;1119;MARION François
2035;MME;President;BOUMEDIENNE;Fatima;1120;BOUMEDIENNE Fatima
2036;M;PRESIDENT;KAROUBY;Jean Philippe;1121;KAROUBY Jean Philippe
2037;M;Président;DROGUERE;Christophe;1122;DROGUERE Christophe
2038;M;Vice-Président;SEJOURNE;Benoît;1123;SEJOURNE Benoît
2039;M;Président;TIBERGHIEN;Frédéric;1124;TIBERGHIEN Frédéric
2040;M;Président Directeur Général;BRANQUART;Roland;1125;BRANQUART Roland
2041;M;Président;MARIÉ;Alain;1126;MARIÉ Alain
2042;MME;Directrice exécutive;GAL-RÉGNIEZ;Aurélie;1126;GAL-RÉGNIEZ Aurélie
2043;M;Directeur général;FROMONT;Vincent;1127;FROMONT Vincent
2044;M;Directeur général en charge des opérations;PAUL-DAUPHIN;Nicolas;1127;PAUL-DAUPHIN Nicolas
2045;M;Président;DELSUPEXHE;Alain;1127;DELSUPEXHE Alain
2046;MME;Présidente;BOUSQUET-LABOUÉRIE;Christine;1128;BOUSQUET-LABOUÉRIE Christine
2047;M;Vice-Président;MONJAL;Pierre-Yves;1128;MONJAL Pierre-Yves
2048;MME;Secrétaire générale;BARITEAUD;Liliane;1128;BARITEAUD Liliane
2049;M;Président;CHAUVE;David;1129;CHAUVE David
2050;M;Représentant;POITOU;Frédéric;1130;POITOU Frédéric
2051;M;Président;SANCHEZ;Pascal;1131;SANCHEZ Pascal
2052;M;Président;LE TEUFF;Stéphane;1132;LE TEUFF Stéphane
2053;MME;Secrétaire générale;LE VAILLANT;Aude;1132;LE VAILLANT Aude
2054;M;PRESIDENT SANDOZ FRANCE;DELENTA;Christophe;1133;DELENTA Christophe
2055;M;Directeur Général;MARTEL;Thierry;1134;MARTEL Thierry
2056;M;Président du Conseil d'administration;DAGES;Jean-Yves;1134;DAGES Jean-Yves
2057;M;Président;NOSSENT;Patrick;1135;NOSSENT Patrick
2058;M;Président;VERA;Pierre;1136;VERA Pierre
2059;M;Secrétaire Général - Directeur des Services;CAUSSEGAL;Philippe;1136;CAUSSEGAL Philippe
2060;MME;Présidente;PESIC;Myriam;1137;PESIC Myriam
2061;M;Vice-Président;DUMARTIN;Eric;1137;DUMARTIN Eric
2062;M;Directeur général;NAHON;Laurent;1137;NAHON Laurent
2063;M;Président;NIZRI;Laurent;1138;NIZRI Laurent
2064;M;Président;PASQUALI;François-Laurent;1139;PASQUALI François-Laurent
2065;M;Président;PÈES;Christian;1140;PÈES Christian
2066;M;Directeur Général;COUDERC;Pierre;1140;COUDERC Pierre
2067;M;Président-Directeur Général;BURELLE;Laurent;1141;BURELLE Laurent
2068;M;Administrateur - Codirecteur général;SZCZERBA;Jean-Michel;1141;SZCZERBA Jean-Michel
2069;MME;Directeur général;REGNARD;Gaëlle;1142;REGNARD Gaëlle
2070;M;Président;LEFEBVRE;Dominique;1142;LEFEBVRE Dominique
2071;M;Premier Vice-président;APPERT;Raphaël;1142;APPERT Raphaël
2072;M;Président;CHARVET;Benoit;1143;CHARVET Benoit
2073;MME;vice-présidente;GOSNET;Annick;1143;GOSNET Annick
2074;M;vice-président;GAUTIER;Jean-Paul;1143;GAUTIER Jean-Paul
2075;M;Président;POLO;Gérard;1144;POLO Gérard
2076;M;PRESIDENT;MOINEREAU;Didier;1145;MOINEREAU Didier
2077;M;Président;BUCHET;Christophe;1146;BUCHET Christophe
2078;M;Directeur;ROUGEAUX;Etienne;1146;ROUGEAUX Etienne
2079;M;Secrétaire Général;DRUOT;Eric;1146;DRUOT Eric
2080;M;Secrétaire Général;HERVE;Jean Marie;1146;HERVE Jean Marie
2081;M;Vice Président;PERROT;Frédéric;1146;PERROT Frédéric
2082;M;Vice Président;MARGUET;Marcel;1146;MARGUET Marcel
2083;M;Vice Président;BONGAIN;Cédric;1146;BONGAIN Cédric
2084;M;Trésorier;FAVRE FELIX;Philippe;1146;FAVRE FELIX Philippe
2085;MME;Présidente;VACHE;Sophie;1147;VACHE Sophie
2086;M;directeur;BLASCO;Jean-Louis;1147;BLASCO Jean-Louis
2087;M;Fondateur;RAVAILHE;Nicolas;1148;RAVAILHE Nicolas
2088;M;Président;LAPIE;Hervé;1149;LAPIE Hervé
2089;MME;Présidente;DUMAS;Sidonie;1150;DUMAS Sidonie
2090;M;P-DG;TRAPPIER;Eric;1151;TRAPPIER Eric
2091;M;Président;DUBROMEL;Michel;1152;DUBROMEL Michel
2092;M;Directeur Général;LEGRAND;Vincent;1153;LEGRAND Vincent
2093;M;Président;DE ROUX;Timothée;1154;DE ROUX Timothée
2094;M;Managing Partner;BARROS-TASTETS;Thomas;1155;BARROS-TASTETS Thomas
2095;M;Cp-responsable;DIARRA;Mamédi;1156;DIARRA Mamédi
2096;MME;Co-responsable;BAKKOUCH;Radia;1156;BAKKOUCH Radia
2097;M;Président;AYMONIN-ROUX;Florian;1157;AYMONIN-ROUX Florian
2098;M;Directeur Général;SEBBANE;Jonathan;1158;SEBBANE Jonathan
2099;M;Présient du Conseil d'administration;DAGNAUD;François;1158;DAGNAUD François
2100;M;Président;TURCAS;François;1159;TURCAS François
2101;M;Secrétaire général;AMPRINO;Cyril;1159;AMPRINO Cyril
2102;M;Président;DE VILLENEUVE;Pierre;1160;DE VILLENEUVE Pierre
2103;M;Président JA Pays de la Loire;DENIS;Fabien;1161;DENIS Fabien
2104;M;Président;LE GALL;Jean-Yves;1162;LE GALL Jean-Yves
2105;MME;Présidente;GROSSET;Kathleen;1163;GROSSET Kathleen
2106;M;;SEYRIG;Rodolphe;1164;SEYRIG Rodolphe
2107;M;Président;RAUNICHER;Jean-Luc;1165;RAUNICHER Jean-Luc
2108;M;Délégué Général;FLEX;Stéphane;1165;FLEX Stéphane
2109;M;Président;FAYET;Jean-Fleury;1166;FAYET Jean-Fleury
2110;M;Président;LAUREAU;Olivier;1167;LAUREAU Olivier
2111;MME;Directrice Générale;CORMARY;Sandrine;1168;CORMARY Sandrine
2112;M;Président Directeur Général;MAYER;Stéphane;1169;MAYER Stéphane
2113;M;Directeur Général;SOULIAS;Emmanuel;1170;SOULIAS Emmanuel
2114;M;Président;COGET;Henri;1171;COGET Henri
2115;M;Directeur général;HERGOTT;Jean Bernard;1171;HERGOTT Jean Bernard
2116;M;Vice Président INDUSTRIE;BARNIER;Christian;1171;BARNIER Christian
2117;M;Vice Président COMMERCE;MILER;Bernard;1171;MILER Bernard
2118;M;Vice Président SERVICES;MAGER;Pierre;1171;MAGER Pierre
2119;M;Trésorier;COLLOT;Jean Charles;1171;COLLOT Jean Charles
2120;M;Trésorier adjoint;TOURRE;Didier;1171;TOURRE Didier
2121;M;Secrétaire;IUNG;Thierry;1171;IUNG Thierry
2122;MME;Secrétaire adjointe;BOUREL;Carine;1171;BOUREL Carine
2123;MME;Présidente-directrice générale;PALLEZ;Stéphane;1172;PALLEZ Stéphane
2124;M;Directeur général délégué;LANTIERI;Charles;1172;LANTIERI Charles
2125;M;Président;GAUTIER;Philippe;1173;GAUTIER Philippe
2126;M;Ingénieur conseil;EVENO;Patrick;1174;EVENO Patrick
2127;M;DIRECTEUR;GOUILLIARD;Sylvain;1175;GOUILLIARD Sylvain
2128;MME;Présidente de l'U2P Auvergne Rhône-Alpes;JOUVANCEAU;Pascale;1176;JOUVANCEAU Pascale
2129;M;Secrétaire Général;FAYET;Bertrand;1176;FAYET Bertrand
2130;M;Premier vice Président;GUISEPPIN;Dominique;1176;GUISEPPIN Dominique
2131;MME;Deuxième vice Président;ROBERT;Anne-Marie;1176;ROBERT Anne-Marie
2132;M;Troisième vice Président;CABUT;Bruno;1176;CABUT Bruno
2133;MME;Quatrième vice Présidente;SORGUES;Françoise;1176;SORGUES Françoise
2134;M;Président;LEHUCHER;Pierre-Marie;1177;LEHUCHER Pierre-Marie
2135;M;Délégué général;RIVIÈRE;Loïc;1177;RIVIÈRE Loïc
2136;M;Directeur Général;CHAUCHAT;Marc;1178;CHAUCHAT Marc
2137;M;Président Directeur Général;PAILLIART;Philippe;1178;PAILLIART Philippe
2138;M;Président;VILLERS;Christophe;1179;VILLERS Christophe
2139;MME;Directrice;ALBERTINI-FOURBIL;Hélène;1179;ALBERTINI-FOURBIL Hélène
2140;M;Président;ROLLIER;Michel;1180;ROLLIER Michel
2141;M;Délégué général;SCHRICKE;Christian;1180;SCHRICKE Christian
2142;M;Président;MARTIN-LALANDE;Nicolas;1181;MARTIN-LALANDE Nicolas
2143;M;Directeur général;SOUDRY;Erwan;1181;SOUDRY Erwan
2144;M;Directeur général;SANDMAYR;Markus;1182;SANDMAYR Markus
2145;MME;Responsable en France;FORNARA;Corinne;1183;FORNARA Corinne
2146;M;Responsable à l'étranger;GERMAIN;Jean-Marc;1183;GERMAIN Jean-Marc
2147;M;Président;SIMON;Nicolas;1184;SIMON Nicolas
2148;MME;Directeur général;CHAPALAIN;Catherine;1185;CHAPALAIN Catherine
2149;M;Président;GIRARDOT;Richard;1185;GIRARDOT Richard
2150;MME;Présidente;GODET;Jacqueline;1186;GODET Jacqueline
2151;M;Vice-Président;DAVESNE;Hervé;1187;DAVESNE Hervé
2152;M;Secretaire Adjoint;GUEROUT;Benoit;1187;GUEROUT Benoit
2153;M;Vice-Président;BISSEUX;Frederic;1187;BISSEUX Frederic
2154;M;Secretaire General;PECQUET;Mathieu;1187;PECQUET Mathieu
2155;M;Secretaire Adjoint;DEGRY;Julien;1187;DEGRY Julien
2156;M;Trésorier;VAN OVERBEKE;Clément;1187;VAN OVERBEKE Clément
2157;M;Trésorier Adjoint;BIGO;Matthieu;1187;BIGO Matthieu
2158;M;Président;POTIER;Pierre;1187;POTIER Pierre
2159;M;PRESIDENT;LEVRARD;Lyonel;1188;LEVRARD Lyonel
2160;MME;TRESORIERE;LAVAUX;Veronique;1188;LAVAUX Veronique
2161;M;Vice Président;BOEUF;Daniel;1188;BOEUF Daniel
2162;M;Vice Président;MICHELON;Franck;1188;MICHELON Franck
2163;M;Vice Président;COUTANT;Mathias;1188;COUTANT Mathias
2164;MME;Vice Président;POTIRON;Catherine;1188;POTIRON Catherine
2165;M;MEMBRE ASSESSEUR;PELLETIER;Cyril;1188;PELLETIER Cyril
2166;M;MEMBRE ASSESSEUR;NOCQUET;Francis;1188;NOCQUET Francis
2167;M;Dirigeant, Président Fondateur;KALOGEROPOULOS;Léonidas;1189;KALOGEROPOULOS Léonidas
