;secteur_activite;representants_id
3442;Numérique;876
3443;Pouvoirs publics, institutions, fonction publique;876
3444;Professions réglementées;876
3445;Propriété intellectuelle;876
3446;Santé, sécurité sociale;876
3447;Questions de société;876
3448;Sports, loisirs, tourisme;876
3449;Agriculture, alimentation, pêche;877
3450;Concurrence, consommation;877
3451;Travail, emploi, solidarité;877
3452;Fiscalité, finances publiques;877
3453;Environnement;877
3454;Agriculture, alimentation, pêche;878
3455;Agriculture, alimentation, pêche;879
3456;Concurrence, consommation;879
3457;Economie;879
3458;Santé, sécurité sociale;880
3459;Santé, sécurité sociale;881
3460;Numérique;882
3461;Transports, logistique;882
3462;Sports, loisirs, tourisme;883
3463;Transports, logistique;883
3464;Agriculture, alimentation, pêche;884
3465;Commerce extérieur;884
3466;Concurrence, consommation;884
3467;Travail, emploi, solidarité;885
3468;Logement, aménagement du territoire, urbanisme;885
3469;Questions migratoires;885
3470;Economie;886
3471;Education, enseignement supérieur, formation;886
3472;Travail, emploi, solidarité;886
3473;Santé, sécurité sociale;886
3474;Questions de société;886
3475;Santé, sécurité sociale;887
3476;Professions réglementées;888
3477;Santé, sécurité sociale;888
3478;Economie;889
3479;Education, enseignement supérieur, formation;889
3480;Travail, emploi, solidarité;889
3481;Logement, aménagement du territoire, urbanisme;889
3482;Banques, assurances, secteur financier;890
3483;Concurrence, consommation;890
3484;Economie;890
3485;Travail, emploi, solidarité;890
3486;Fiscalité, finances publiques;890
3487;Gouvernance d’entreprise;890
3488;Pouvoirs publics, institutions, fonction publique;890
3489;Santé, sécurité sociale;890
3490;Santé, sécurité sociale;891
3491;Recherche, innovation;892
3492;Santé, sécurité sociale;892
3493;Banques, assurances, secteur financier;893
3494;Fiscalité, finances publiques;894
3495;Médias, industries culturelles;894
3496;Numérique;894
3497;Propriété intellectuelle;894
3498;Communications électroniques;894
3499;Numérique;895
3500;Economie;896
3501;Education, enseignement supérieur, formation;896
3502;Travail, emploi, solidarité;896
3503;Fiscalité, finances publiques;896
3504;Logement, aménagement du territoire, urbanisme;896
3505;Affaires étrangères, coopération internationale;897
3506;Agriculture, alimentation, pêche;897
3507;Fiscalité, finances publiques;897
3508;Environnement;897
3509;Questions migratoires;897
3510;Agriculture, alimentation, pêche;898
3511;Agriculture, alimentation, pêche;899
3512;Economie;899
3513;Fiscalité, finances publiques;899
3514;Agriculture, alimentation, pêche;900
3515;Concurrence, consommation;900
3516;Agriculture, alimentation, pêche;901
3517;Concurrence, consommation;901
3518;Travail, emploi, solidarité;901
3519;Fiscalité, finances publiques;901
3520;Environnement;901
3521;Concurrence, consommation;902
3522;Economie;902
3523;Travail, emploi, solidarité;902
3524;Fiscalité, finances publiques;902
3525;Numérique;902
3526;Agriculture, alimentation, pêche;903
3527;Logement, aménagement du territoire, urbanisme;903
3528;Concurrence, consommation;904
3529;Economie;904
3530;Travail, emploi, solidarité;904
3531;Gouvernance d’entreprise;904
3532;Professions réglementées;904
3533;Transports, logistique;905
3534;Agriculture, alimentation, pêche;906
3535;Recherche, innovation;907
3536;Pouvoirs publics, institutions, fonction publique;907
3537;Propriété intellectuelle;907
3538;Santé, sécurité sociale;907
3539;Transports, logistique;908
3540;Agriculture, alimentation, pêche;909
3541;Recherche, innovation;909
3542;Environnement;909
3543;Santé, sécurité sociale;909
3544;Travail, emploi, solidarité;910
3545;Recherche, innovation;910
3546;Fiscalité, finances publiques;910
3547;Environnement;910
3548;Santé, sécurité sociale;910
3549;Agriculture, alimentation, pêche;911
3550;Energie;911
3551;Fiscalité, finances publiques;911
3552;Environnement;911
3553;Santé, sécurité sociale;911
3554;Numérique;912
3555;Sports, loisirs, tourisme;912
3556;Communications électroniques;912
3557;Education, enseignement supérieur, formation;913
3558;Travail, emploi, solidarité;913
3559;Fiscalité, finances publiques;913
3560;Gouvernance d’entreprise;913
3561;Pouvoirs publics, institutions, fonction publique;913
3562;Questions de société;913
3563;Banques, assurances, secteur financier;914
3564;Economie;914
3565;Education, enseignement supérieur, formation;914
3566;Travail, emploi, solidarité;914
3567;Environnement;914
3568;Environnement;915
3569;Logement, aménagement du territoire, urbanisme;915
3570;Banques, assurances, secteur financier;916
3571;Banques, assurances, secteur financier;917
3572;Energie;917
3573;Santé, sécurité sociale;917
3574;Transports, logistique;917
3575;Concurrence, consommation;918
3576;Recherche, innovation;918
3577;Médias, industries culturelles;918
3578;Numérique;918
3579;Communications électroniques;918
3580;Agriculture, alimentation, pêche;919
3581;Affaires étrangères, coopération internationale;920
3582;Agriculture, alimentation, pêche;920
3583;Education, enseignement supérieur, formation;920
3584;Environnement;920
3585;Pouvoirs publics, institutions, fonction publique;920
3586;Agriculture, alimentation, pêche;921
3587;Concurrence, consommation;921
3588;Education, enseignement supérieur, formation;921
3589;Energie;921
3590;Environnement;921
3591;Logement, aménagement du territoire, urbanisme;921
3592;Economie;922
3593;Education, enseignement supérieur, formation;922
3594;Environnement;922
3595;Logement, aménagement du territoire, urbanisme;922
3596;Economie;923
3597;Education, enseignement supérieur, formation;923
3598;Travail, emploi, solidarité;923
3599;Fiscalité, finances publiques;923
3600;Logement, aménagement du territoire, urbanisme;923
3601;Arts, patrimoine culturel;924
3602;Education, enseignement supérieur, formation;924
3603;Economie;925
3604;Travail, emploi, solidarité;925
3605;Energie;925
3606;Fiscalité, finances publiques;925
3607;Environnement;925
3608;Economie;926
3609;Education, enseignement supérieur, formation;926
3610;Travail, emploi, solidarité;926
3611;Fiscalité, finances publiques;926
3612;Agriculture, alimentation, pêche;927
3613;Concurrence, consommation;928
3614;Justice;928
3615;Numérique;928
3616;Professions réglementées;928
3617;Recherche, innovation;929
3618;Médias, industries culturelles;929
3619;Numérique;929
3620;Communications électroniques;929
3621;Concurrence, consommation;930
3622;Economie;930
3623;Médias, industries culturelles;930
3624;Numérique;930
3625;Questions de société;930
3626;Banques, assurances, secteur financier;931
3627;Défense, sécurité;931
3628;Recherche, innovation;931
3629;Numérique;931
3630;Communications électroniques;931
3631;Environnement;932
3632;Agriculture, alimentation, pêche;933
3633;Agriculture, alimentation, pêche;934
3634;Commerce extérieur;934
3635;Concurrence, consommation;934
3636;Fiscalité, finances publiques;934
3637;Propriété intellectuelle;934
3638;Banques, assurances, secteur financier;935
3639;Travail, emploi, solidarité;935
3640;Santé, sécurité sociale;935
3641;Banques, assurances, secteur financier;936
3642;Economie;936
3643;Energie;936
3644;Recherche, innovation;936
3645;Numérique;936
3646;Logement, aménagement du territoire, urbanisme;937
3647;Logement, aménagement du territoire, urbanisme;938
3648;Numérique;938
3649;Sports, loisirs, tourisme;938
3650;Economie;939
3651;Travail, emploi, solidarité;939
3652;Energie;939
3653;Fiscalité, finances publiques;939
3654;Logement, aménagement du territoire, urbanisme;939
3655;Affaires étrangères, coopération internationale;940
3656;Economie;940
3657;Outre-mer;940
3658;Pouvoirs publics, institutions, fonction publique;940
3659;Transports, logistique;940
3660;Banques, assurances, secteur financier;941
3661;Travail, emploi, solidarité;941
3662;Santé, sécurité sociale;941
3663;Justice;942
3664;Pouvoirs publics, institutions, fonction publique;942
3665;Agriculture, alimentation, pêche;943
3666;Concurrence, consommation;943
3667;Education, enseignement supérieur, formation;943
3668;Environnement;943
3669;Logement, aménagement du territoire, urbanisme;943
3670;Banques, assurances, secteur financier;944
3671;Travail, emploi, solidarité;944
3672;Recherche, innovation;944
3673;Santé, sécurité sociale;944
3674;Questions de société;944
3675;Agriculture, alimentation, pêche;945
3676;Energie;945
3677;Recherche, innovation;945
3678;Environnement;945
3679;Recherche, innovation;946
3680;Médias, industries culturelles;946
3681;Professions réglementées;946
3682;Propriété intellectuelle;946
3683;Santé, sécurité sociale;946
3684;Commerce extérieur;947
3685;Fiscalité, finances publiques;947
3686;Environnement;947
3687;Affaires étrangères, coopération internationale;948
3688;Agriculture, alimentation, pêche;948
3689;Economie;948
3690;Energie;948
3691;Recherche, innovation;948
3692;Environnement;948
3693;Logement, aménagement du territoire, urbanisme;948
3694;Outre-mer;948
3695;Pouvoirs publics, institutions, fonction publique;948
3696;Transports, logistique;948
3697;Agriculture, alimentation, pêche;949
3698;Education, enseignement supérieur, formation;949
3699;Travail, emploi, solidarité;949
3700;Environnement;949
3701;Professions réglementées;949
3702;Agriculture, alimentation, pêche;950
3703;Santé, sécurité sociale;951
3704;Agriculture, alimentation, pêche;952
3705;Concurrence, consommation;952
3706;Travail, emploi, solidarité;952
3707;Fiscalité, finances publiques;952
3708;Environnement;952
3709;Agriculture, alimentation, pêche;953
3710;Energie;953
3711;Recherche, innovation;953
3712;Fiscalité, finances publiques;953
3713;Environnement;953
3714;Agriculture, alimentation, pêche;954
3715;Concurrence, consommation;954
3716;Travail, emploi, solidarité;954
3717;Fiscalité, finances publiques;954
3718;Environnement;954
3719;Travail, emploi, solidarité;955
3720;Médias, industries culturelles;956
3721;Médias, industries culturelles;957
3722;Communications électroniques;957
3723;Economie;958
3724;Education, enseignement supérieur, formation;958
3725;Travail, emploi, solidarité;958
3726;Fiscalité, finances publiques;958
3727;Agriculture, alimentation, pêche;959
3728;Concurrence, consommation;959
3729;Travail, emploi, solidarité;959
3730;Fiscalité, finances publiques;959
3731;Environnement;959
3732;Concurrence, consommation;960
3733;Economie;960
3734;Travail, emploi, solidarité;960
3735;Fiscalité, finances publiques;960
3736;Gouvernance d’entreprise;960
3737;Logement, aménagement du territoire, urbanisme;960
3738;Santé, sécurité sociale;961
3739;Agriculture, alimentation, pêche;962
3740;Economie;962
3741;Environnement;962
3742;Affaires étrangères, coopération internationale;963
3743;Commerce extérieur;963
3744;Concurrence, consommation;963
3745;Economie;963
3746;Travail, emploi, solidarité;963
3747;Recherche, innovation;963
3748;Gouvernance d’entreprise;963
3749;Environnement;963
3750;Propriété intellectuelle;963
3751;Santé, sécurité sociale;963
3752;Questions de société;963
3753;Agriculture, alimentation, pêche;964
3754;Agriculture, alimentation, pêche;965
3755;Environnement;966
3756;Pouvoirs publics, institutions, fonction publique;966
3757;Agriculture, alimentation, pêche;967
3758;Affaires étrangères, coopération internationale;968
3759;Economie;968
3760;Recherche, innovation;968
3761;Santé, sécurité sociale;968
3762;Questions de société;968
3763;Economie;969
3764;Travail, emploi, solidarité;969
3765;Logement, aménagement du territoire, urbanisme;969
3766;Santé, sécurité sociale;969
3767;Agriculture, alimentation, pêche;970
3768;Banques, assurances, secteur financier;970
3769;Energie;970
3770;Environnement;970
3771;Transports, logistique;970
3772;Agriculture, alimentation, pêche;971
3773;Concurrence, consommation;971
3774;Travail, emploi, solidarité;971
3775;Environnement;971
3776;Transports, logistique;971
3777;Agriculture, alimentation, pêche;972
3778;Agriculture, alimentation, pêche;973
3779;Affaires étrangères, coopération internationale;974
3780;Défense, sécurité;974
3781;Travail, emploi, solidarité;974
3782;Environnement;974
3783;Pouvoirs publics, institutions, fonction publique;974
3784;Questions migratoires;974
3785;Santé, sécurité sociale;974
3786;Questions de société;974
3787;Banques, assurances, secteur financier;975
3788;Numérique;975
3789;Economie;976
3790;Energie;976
3791;Environnement;976
3792;Logement, aménagement du territoire, urbanisme;976
3793;Numérique;976
3794;Education, enseignement supérieur, formation;977
3795;Environnement;977
3796;Sports, loisirs, tourisme;977
3797;Commerce extérieur;978
3798;Concurrence, consommation;978
3799;Education, enseignement supérieur, formation;978
3800;Travail, emploi, solidarité;978
3801;Fiscalité, finances publiques;978
3802;Recherche, innovation;979
3803;Fiscalité, finances publiques;979
3804;Pouvoirs publics, institutions, fonction publique;979
3805;Santé, sécurité sociale;979
3806;Questions de société;979
3807;Agriculture, alimentation, pêche;980
3808;Commerce extérieur;981
3809;Défense, sécurité;981
3810;Economie;981
3811;Energie;981
3812;Fiscalité, finances publiques;981
3813;Environnement;981
3814;Numérique;981
3815;Communications électroniques;981
3816;Economie;982
3817;Education, enseignement supérieur, formation;982
3818;Travail, emploi, solidarité;982
3819;Fiscalité, finances publiques;982
3820;Gouvernance d’entreprise;982
3821;Concurrence, consommation;983
3822;Economie;983
3823;Travail, emploi, solidarité;983
3824;Fiscalité, finances publiques;983
3825;Pouvoirs publics, institutions, fonction publique;983
3826;Agriculture, alimentation, pêche;984
3827;Travail, emploi, solidarité;984
3828;Agriculture, alimentation, pêche;985
3829;Fiscalité, finances publiques;985
3830;Logement, aménagement du territoire, urbanisme;985
3831;Pouvoirs publics, institutions, fonction publique;985
3832;Sports, loisirs, tourisme;985
3833;Logement, aménagement du territoire, urbanisme;986
3834;Agriculture, alimentation, pêche;987
3835;Concurrence, consommation;987
3836;Economie;987
3837;Travail, emploi, solidarité;987
3838;Fiscalité, finances publiques;987
3839;Environnement;987
3840;Logement, aménagement du territoire, urbanisme;987
3841;Economie;988
3842;Energie;988
3843;Logement, aménagement du territoire, urbanisme;988
3844;Questions de société;988
3845;Communications électroniques;988
3846;Travail, emploi, solidarité;989
3847;Recherche, innovation;989
3848;Santé, sécurité sociale;989
3849;Education, enseignement supérieur, formation;990
3850;Travail, emploi, solidarité;990
3851;Questions de société;990
3852;Concurrence, consommation;991
3853;Education, enseignement supérieur, formation;991
3854;Recherche, innovation;991
3855;Numérique;991
3856;Propriété intellectuelle;991
3857;Energie;992
3858;Numérique;992
3859;Logement, aménagement du territoire, urbanisme;993
3860;Transports, logistique;994
3861;Banques, assurances, secteur financier;995
3862;Concurrence, consommation;995
3863;Economie;995
3864;Recherche, innovation;995
3865;Pouvoirs publics, institutions, fonction publique;995
3866;Concurrence, consommation;996
3867;Economie;996
3868;Travail, emploi, solidarité;996
3869;Fiscalité, finances publiques;996
3870;Pouvoirs publics, institutions, fonction publique;996
3871;Agriculture, alimentation, pêche;997
3872;Agriculture, alimentation, pêche;998
3873;Commerce extérieur;999
3874;Concurrence, consommation;999
3875;Travail, emploi, solidarité;999
3876;Fiscalité, finances publiques;999
3877;Environnement;999
3878;Energie;1000
3879;Recherche, innovation;1000
3880;Environnement;1000
3881;Travail, emploi, solidarité;1001
3882;Logement, aménagement du territoire, urbanisme;1001
3883;Environnement;1002
3884;Economie;1003
3885;Energie;1003
3886;Environnement;1003
3887;Logement, aménagement du territoire, urbanisme;1004
3888;Agriculture, alimentation, pêche;1005
3889;Banques, assurances, secteur financier;1006
3890;Concurrence, consommation;1006
3891;Economie;1006
3892;Travail, emploi, solidarité;1006
3893;Santé, sécurité sociale;1006
3894;Affaires étrangères, coopération internationale;1007
3895;Commerce extérieur;1007
3896;Défense, sécurité;1007
3897;Energie;1007
3898;Agriculture, alimentation, pêche;1008
3899;Commerce extérieur;1008
3900;Concurrence, consommation;1008
3901;Défense, sécurité;1008
3902;Economie;1008
3903;Education, enseignement supérieur, formation;1008
3904;Travail, emploi, solidarité;1008
3905;Fiscalité, finances publiques;1008
3906;Gouvernance d’entreprise;1008
3907;Environnement;1008
3908;Santé, sécurité sociale;1008
3909;Transports, logistique;1008
3910;Agriculture, alimentation, pêche;1009
3911;Economie;1009
3912;Outre-mer;1009
3913;Banques, assurances, secteur financier;1010
3914;Fiscalité, finances publiques;1010
3915;Médias, industries culturelles;1010
3916;Communications électroniques;1010
3917;Transports, logistique;1010
3918;Agriculture, alimentation, pêche;1011
3919;Education, enseignement supérieur, formation;1011
3920;Recherche, innovation;1011
3921;Environnement;1011
3922;Questions de société;1011
3923;Economie;1012
3924;Education, enseignement supérieur, formation;1012
3925;Energie;1012
3926;Logement, aménagement du territoire, urbanisme;1012
3927;Pouvoirs publics, institutions, fonction publique;1012
3928;Economie;1013
3929;Travail, emploi, solidarité;1013
3930;Fiscalité, finances publiques;1013
3931;Gouvernance d’entreprise;1013
3932;Arts, patrimoine culturel;1014
3933;Concurrence, consommation;1014
3934;Economie;1014
3935;Education, enseignement supérieur, formation;1014
3936;Travail, emploi, solidarité;1014
3937;Fiscalité, finances publiques;1014
3938;Environnement;1014
3939;Logement, aménagement du territoire, urbanisme;1014
3940;Santé, sécurité sociale;1014
3941;Concurrence, consommation;1015
3942;Recherche, innovation;1015
3943;Santé, sécurité sociale;1015
3944;Concurrence, consommation;1016
3945;Travail, emploi, solidarité;1016
3946;Fiscalité, finances publiques;1016
3947;Professions réglementées;1016
3948;Agriculture, alimentation, pêche;1017
3949;Concurrence, consommation;1017
3950;Energie;1017
3951;Fiscalité, finances publiques;1017
3952;Environnement;1017
3953;Logement, aménagement du territoire, urbanisme;1017
3954;Santé, sécurité sociale;1017
3955;Transports, logistique;1018
3956;Travail, emploi, solidarité;1019
3957;Recherche, innovation;1019
3958;Environnement;1019
3959;Pouvoirs publics, institutions, fonction publique;1019
3960;Questions de société;1019
3961;Economie;1020
3962;Fiscalité, finances publiques;1020
3963;Santé, sécurité sociale;1020
3964;Economie;1021
3965;Education, enseignement supérieur, formation;1021
3966;Travail, emploi, solidarité;1021
3967;Fiscalité, finances publiques;1021
3968;Logement, aménagement du territoire, urbanisme;1021
3969;Logement, aménagement du territoire, urbanisme;1022
3970;Economie;1023
3971;Education, enseignement supérieur, formation;1023
3972;Travail, emploi, solidarité;1023
3973;Recherche, innovation;1023
3974;Travail, emploi, solidarité;1024
3975;Recherche, innovation;1024
3976;Logement, aménagement du territoire, urbanisme;1024
3977;Numérique;1024
3978;Communications électroniques;1024
3979;Economie;1025
3980;Logement, aménagement du territoire, urbanisme;1025
3981;Agriculture, alimentation, pêche;1026
3982;Concurrence, consommation;1026
3983;Economie;1026
3984;Travail, emploi, solidarité;1026
3985;Concurrence, consommation;1027
3986;Fiscalité, finances publiques;1027
3987;Environnement;1027
3988;Numérique;1027
3989;Transports, logistique;1027
3990;Concurrence, consommation;1028
3991;Economie;1028
3992;Propriété intellectuelle;1028
3993;Agriculture, alimentation, pêche;1029
3994;Education, enseignement supérieur, formation;1029
3995;Recherche, innovation;1029
3996;Fiscalité, finances publiques;1029
3997;Environnement;1029
3998;Justice;1029
3999;Logement, aménagement du territoire, urbanisme;1029
4000;Numérique;1029
4001;Santé, sécurité sociale;1029
4002;Questions de société;1029
4003;Transports, logistique;1029
4004;Commerce extérieur;1030
4005;Economie;1030
4006;Education, enseignement supérieur, formation;1030
4007;Logement, aménagement du territoire, urbanisme;1030
4008;Numérique;1030
4009;Energie;1031
4010;Recherche, innovation;1031
4011;Environnement;1031
4012;Transports, logistique;1031
4013;Concurrence, consommation;1032
4014;Economie;1032
4015;Numérique;1032
4016;Travail, emploi, solidarité;1033
4017;Fiscalité, finances publiques;1033
4018;Environnement;1033
4019;Logement, aménagement du territoire, urbanisme;1033
4020;Santé, sécurité sociale;1033
4021;Agriculture, alimentation, pêche;1034
4022;Concurrence, consommation;1035
4023;Economie;1035
4024;Travail, emploi, solidarité;1035
4025;Recherche, innovation;1035
4026;Fiscalité, finances publiques;1035
4027;Numérique;1035
4028;Communications électroniques;1035
4029;Arts, patrimoine culturel;1036
4030;Economie;1036
4031;Travail, emploi, solidarité;1036
4032;Justice;1036
4033;Professions réglementées;1036
4034;Banques, assurances, secteur financier;1037
4035;Travail, emploi, solidarité;1037
4036;Energie;1037
4037;Recherche, innovation;1037
4038;Fiscalité, finances publiques;1037
4039;Logement, aménagement du territoire, urbanisme;1037
4040;Médias, industries culturelles;1037
4041;Numérique;1037
4042;Propriété intellectuelle;1037
4043;Santé, sécurité sociale;1037
4044;Communications électroniques;1037
4045;Transports, logistique;1037
4046;Economie;1038
4047;Travail, emploi, solidarité;1038
4048;Fiscalité, finances publiques;1038
4049;Gouvernance d’entreprise;1038
4050;Justice;1038
4051;Pouvoirs publics, institutions, fonction publique;1038
4052;Santé, sécurité sociale;1038
4053;Questions de société;1038
4054;Agriculture, alimentation, pêche;1039
4055;Numérique;1039
4056;Propriété intellectuelle;1039
4057;Communications électroniques;1039
4058;Transports, logistique;1039
4059;Banques, assurances, secteur financier;1040
4060;Economie;1040
4061;Travail, emploi, solidarité;1040
4062;Fiscalité, finances publiques;1040
4063;Santé, sécurité sociale;1040
4064;Economie;1041
4065;Education, enseignement supérieur, formation;1041
4066;Environnement;1041
4067;Logement, aménagement du territoire, urbanisme;1041
4068;Numérique;1041
4069;Concurrence, consommation;1042
4070;Fiscalité, finances publiques;1042
4071;Médias, industries culturelles;1042
4072;Pouvoirs publics, institutions, fonction publique;1042
4073;Communications électroniques;1042
4074;Energie;1043
4075;Fiscalité, finances publiques;1043
4076;Environnement;1043
4077;Agriculture, alimentation, pêche;1044
4078;Environnement;1044
4079;Banques, assurances, secteur financier;1045
4080;Economie;1045
4081;Travail, emploi, solidarité;1045
4082;Recherche, innovation;1045
4083;Gouvernance d’entreprise;1045
4084;Commerce extérieur;1046
4085;Economie;1046
4086;Education, enseignement supérieur, formation;1046
4087;Fiscalité, finances publiques;1046
4088;Outre-mer;1046
4089;Arts, patrimoine culturel;1047
4090;Travail, emploi, solidarité;1047
4091;Fiscalité, finances publiques;1047
4092;Médias, industries culturelles;1047
4093;Propriété intellectuelle;1047
4094;Agriculture, alimentation, pêche;1048
4095;Santé, sécurité sociale;1049
4096;Economie;1050
4097;Justice;1050
4098;Professions réglementées;1050
4099;Agriculture, alimentation, pêche;1051
4100;Commerce extérieur;1051
4101;Education, enseignement supérieur, formation;1051
4102;Travail, emploi, solidarité;1051
4103;Propriété intellectuelle;1051
4104;Agriculture, alimentation, pêche;1052
4105;Défense, sécurité;1053
4106;Travail, emploi, solidarité;1054
4107;Fiscalité, finances publiques;1054
4108;Logement, aménagement du territoire, urbanisme;1054
4109;Professions réglementées;1054
4110;Défense, sécurité;1055
4111;Energie;1055
4112;Fiscalité, finances publiques;1055
4113;Logement, aménagement du territoire, urbanisme;1055
4114;Transports, logistique;1055
4115;Energie;1056
4116;Environnement;1056
4117;Logement, aménagement du territoire, urbanisme;1056
4118;Numérique;1056
4119;Transports, logistique;1056
4120;Agriculture, alimentation, pêche;1057
4121;Défense, sécurité;1058
4122;Recherche, innovation;1058
4123;Transports, logistique;1058
4124;Agriculture, alimentation, pêche;1059
4125;Concurrence, consommation;1059
4126;Economie;1059
4127;Professions réglementées;1059
4128;Propriété intellectuelle;1059
4129;Banques, assurances, secteur financier;1060
4130;Economie;1060
4131;Travail, emploi, solidarité;1060
4132;Fiscalité, finances publiques;1060
4133;Pouvoirs publics, institutions, fonction publique;1060
4134;Recherche, innovation;1061
4135;Fiscalité, finances publiques;1061
4136;Médias, industries culturelles;1061
4137;Numérique;1061
4138;Propriété intellectuelle;1061
4139;Communications électroniques;1061
4140;Economie;1062
4141;Education, enseignement supérieur, formation;1062
4142;Travail, emploi, solidarité;1062
4143;Energie;1062
4144;Gouvernance d’entreprise;1062
4145;Environnement;1062
4146;Logement, aménagement du territoire, urbanisme;1062
4147;Pouvoirs publics, institutions, fonction publique;1062
4148;Recherche, innovation;1063
4149;Transports, logistique;1063
4150;Concurrence, consommation;1064
4151;Travail, emploi, solidarité;1064
4152;Fiscalité, finances publiques;1064
4153;Justice;1064
4154;Logement, aménagement du territoire, urbanisme;1064
4155;Banques, assurances, secteur financier;1065
4156;Travail, emploi, solidarité;1065
4157;Environnement;1065
4158;Logement, aménagement du territoire, urbanisme;1065
4159;Médias, industries culturelles;1065
4160;Numérique;1065
4161;Outre-mer;1065
4162;Professions réglementées;1065
4163;Sports, loisirs, tourisme;1065
4164;Transports, logistique;1065
4165;Education, enseignement supérieur, formation;1066
4166;Travail, emploi, solidarité;1066
4167;Logement, aménagement du territoire, urbanisme;1066
4168;Santé, sécurité sociale;1066
4169;Questions de société;1066
4170;Energie;1067
4171;Environnement;1068
4172;Logement, aménagement du territoire, urbanisme;1068
4173;Transports, logistique;1068
4174;Energie;1069
4175;Recherche, innovation;1069
4176;Environnement;1069
4177;Fiscalité, finances publiques;1070
4178;Propriété intellectuelle;1070
4179;Santé, sécurité sociale;1070
4180;Agriculture, alimentation, pêche;1071
4181;Education, enseignement supérieur, formation;1071
4182;Travail, emploi, solidarité;1071
4183;Professions réglementées;1071
4184;Santé, sécurité sociale;1071
4185;Environnement;1072
4186;Logement, aménagement du territoire, urbanisme;1072
4187;Concurrence, consommation;1073
4188;Economie;1073
4189;Education, enseignement supérieur, formation;1073
4190;Travail, emploi, solidarité;1073
4191;Energie;1073
4192;Fiscalité, finances publiques;1073
4193;Environnement;1073
4194;Logement, aménagement du territoire, urbanisme;1073
4195;Numérique;1073
4196;Agriculture, alimentation, pêche;1074
4197;Commerce extérieur;1074
4198;Energie;1074
4199;Fiscalité, finances publiques;1074
4200;Environnement;1074
4201;Banques, assurances, secteur financier;1075
4202;Economie;1075
4203;Numérique;1075
4204;Communications électroniques;1075
4205;Agriculture, alimentation, pêche;1076
4206;Travail, emploi, solidarité;1076
4207;Environnement;1076
4208;Economie;1077
4209;Travail, emploi, solidarité;1077
4210;Fiscalité, finances publiques;1077
4211;Gouvernance d’entreprise;1077
4212;Environnement;1077
4213;Concurrence, consommation;1078
4214;Energie;1078
4215;Economie;1079
4216;Recherche, innovation;1079
4217;Fiscalité, finances publiques;1079
4218;Numérique;1079
4219;Transports, logistique;1079
4220;Economie;1080
4221;Education, enseignement supérieur, formation;1080
4222;Travail, emploi, solidarité;1080
4223;Fiscalité, finances publiques;1080
4224;Logement, aménagement du territoire, urbanisme;1080
4225;Agriculture, alimentation, pêche;1081
4226;Fiscalité, finances publiques;1081
4227;Environnement;1081
4228;Education, enseignement supérieur, formation;1082
4229;Travail, emploi, solidarité;1082
4230;Energie;1082
4231;Recherche, innovation;1082
4232;Fiscalité, finances publiques;1082
4233;Environnement;1082
4234;Médias, industries culturelles;1082
4235;Propriété intellectuelle;1082
4236;Sports, loisirs, tourisme;1082
4237;Transports, logistique;1082
4238;Economie;1083
4239;Education, enseignement supérieur, formation;1083
4240;Travail, emploi, solidarité;1083
4241;Fiscalité, finances publiques;1083
4242;Santé, sécurité sociale;1083
4243;Défense, sécurité;1084
4244;Travail, emploi, solidarité;1084
4245;Professions réglementées;1084
4246;Transports, logistique;1084
4247;Banques, assurances, secteur financier;1085
4248;Agriculture, alimentation, pêche;1086
4249;Agriculture, alimentation, pêche;1087
4250;Energie;1087
4251;Environnement;1087
4252;Education, enseignement supérieur, formation;1088
4253;Travail, emploi, solidarité;1088
4254;Médias, industries culturelles;1089
4255;Concurrence, consommation;1090
4256;Economie;1090
4257;Education, enseignement supérieur, formation;1090
4258;Gouvernance d’entreprise;1090
4259;Logement, aménagement du territoire, urbanisme;1090
4260;Commerce extérieur;1091
4261;Concurrence, consommation;1091
4262;Economie;1091
4263;Energie;1091
4264;Environnement;1091
4265;Travail, emploi, solidarité;1092
4266;Questions de société;1092
4267;Santé, sécurité sociale;1093
4268;Questions de société;1093
4269;Economie;1094
4270;Education, enseignement supérieur, formation;1094
4271;Logement, aménagement du territoire, urbanisme;1094
4272;Pouvoirs publics, institutions, fonction publique;1094
4273;Transports, logistique;1094
4274;Energie;1095
4275;Environnement;1095
4276;Logement, aménagement du territoire, urbanisme;1095
4277;Economie;1096
4278;Travail, emploi, solidarité;1096
4279;Fiscalité, finances publiques;1096
4280;Environnement;1096
4281;Transports, logistique;1096
4282;Agriculture, alimentation, pêche;1097
4283;Affaires étrangères, coopération internationale;1098
4284;Agriculture, alimentation, pêche;1098
4285;Recherche, innovation;1098
4286;Médias, industries culturelles;1098
4287;Santé, sécurité sociale;1098
4288;Energie;1099
4289;Fiscalité, finances publiques;1099
4290;Environnement;1099
4291;Transports, logistique;1099
4292;Concurrence, consommation;1100
4293;Economie;1100
4294;Pouvoirs publics, institutions, fonction publique;1100
4295;Santé, sécurité sociale;1100
4296;Banques, assurances, secteur financier;1101
4297;Economie;1101
4298;Défense, sécurité;1102
4299;Energie;1102
4300;Environnement;1102
4301;Logement, aménagement du territoire, urbanisme;1102
4302;Transports, logistique;1102
4303;Agriculture, alimentation, pêche;1103
4304;Concurrence, consommation;1103
4305;Travail, emploi, solidarité;1103
4306;Fiscalité, finances publiques;1103
4307;Environnement;1103
4308;Economie;1104
