;domaines_intervention_actions_menees;activite_id
18213;Energies renouvelables;8883
18214;Energies renouvelables;8884
18215;Industrie aéronautique;8885
18216;Politique industrielle;8885
18217;Impact de l'activité industrielle;8885
18218;Energies renouvelables;8885
18219;Infrastructures;8885
18220;Energies renouvelables;8886
18221;Energies renouvelables;8887
18222;Agriculture;8888
18223;Développement des territoires;8889
18224;Agriculture;8889
18225;Droit du travail;8890
18226;Agriculture;8890
18227;Agriculture;8891
18228;Accords internationaux;8891
18229;Développement des territoires;8892
18230;Agriculture;8892
18231;Agriculture;8893
18232;Agriculture;8894
18233;Principe de précaution;8895
18234;Qualité de l'eau;8895
18235;Agriculture;8895
18236;Agriculture;8896
18237;Agriculture;8897
18238;Agriculture;8898
18239;Agriculture;8899
18240;Développement des territoires;8900
18241;Agriculture;8900
18242;Développement des territoires;8901
18243;Agriculture;8901
18244;Agriculture;8902
18245;Agriculture;8903
18246;PME/TPE;8904
18247;Droit du travail;8904
18248;Politique industrielle;8904
18249;Logement;8904
18250;Droit du travail;8905
18251;Aides aux entreprises;8905
18252;Construction;8906
18253;Assurances;8907
18254;Assurances;8908
18255;Finances;8909
18256;Impôts;8910
18257;Agriculture;8910
18258;Agriculture;8911
18259;Agriculture;8912
18260;Logement;8913
18261;Assurances;8914
18262;Assurances;8915
18263;Assurances;8916
18264;Politique industrielle;8917
18265;Construction;8917
18266;Recherche et innovation;8917
18267;Protection des données;8917
18268;Marché du numérique;8917
18269;Bâtiments et travaux publics;8918
18270;Logement;8918
18271;Construction;8918
18272;Energies renouvelables;8918
18273;Accords internationaux;8918
18274;Recherche et innovation;8919
18275;Industrie agroalimentaire;8919
18276;Agriculture;8919
18277;Recherche et innovation;8920
18278;Industrie agroalimentaire;8920
18279;Agriculture;8920
18280;Agriculture;8921
18281;Agriculture;8922
18282;Recherche et innovation;8923
18283;Industrie agroalimentaire;8924
18284;Agriculture;8924
18285;Industrie agroalimentaire;8925
18286;Agriculture;8925
18287;Banques;8926
18288;Industrie agroalimentaire;8927
18289;Développement des territoires;8927
18290;Agriculture;8927
18291;Développement des territoires;8928
18292;Agriculture;8928
18293;Banques;8929
18294;Impact des transports individuels;8930
18295;Sécurité routière;8930
18296;Transport de voyageurs;8931
18297;PME/TPE;8931
18298;Impact des transports individuels;8931
18299;Transports alternatifs;8931
18300;Infrastructures;8931
18301;Impact des transports individuels;8932
18302;Droit de la concurrence;8933
18303;Professions réglementées;8934
18304;Marchés réglementés;8935
18305;Transport de voyageurs;8936
18306;Sécurité routière;8936
18307;Infrastructures;8936
18308;Professions réglementées;8937
18309;Professions réglementées;8938
18310;Professions réglementées;8939
18311;PME/TPE;8939
18312;Professions réglementées;8940
18313;Formation professionnelle;8940
18314;Taxes;8941
18315;Impact des transports individuels;8941
18316;Impact des transports individuels;8942
18317;Droit de la concurrence;8943
18318;PME/TPE;8943
18319;Formation professionnelle;8943
18320;Sécurité routière;8943
18321;Infrastructures;8943
18322;Taxes;8944
18323;Taxes;8945
18324;Impact des transports individuels;8945
18325;PME/TPE;8946
18326;Marchés réglementés;8946
18327;Formation professionnelle;8947
18328;Professions réglementées;8948
18329;PME/TPE;8948
18330;Impact des transports individuels;8948
18331;Sécurité routière;8949
18332;PME/TPE;8950
18333;Aides aux entreprises;8950
18334;Energies fossiles;8950
18335;Infrastructures;8950
18336;PME/TPE;8951
18337;Aides aux entreprises;8951
18338;Impact des transports individuels;8951
18339;Taxes;8952
18340;PME/TPE;8953
18341;Partenariats public/privé;8953
18342;Protection des données;8953
18343;Sécurité routière;8953
18344;PME/TPE;8954
18345;Education;8954
18346;PME/TPE;8955
18347;Education;8955
18348;Sécurité routière;8955
18349;PME/TPE;8956
18350;Education;8956
18351;PME/TPE;8957
18352;Aides aux entreprises;8957
18353;Impact des transports individuels;8957
18354;Sécurité routière;8957
18355;Infrastructures;8957
18356;Sécurité routière;8958
18357;Transport de voyageurs;8959
18358;Sécurité routière;8959
18359;Transport de voyageurs;8960
18360;Sécurité routière;8960
18361;Infrastructures;8960
18362;Transport de voyageurs;8961
18363;Transport de voyageurs;8962
18364;Sécurité routière;8962
18365;Infrastructures;8962
18366;PME/TPE;8963
18367;PME/TPE;8964
18368;Aides aux entreprises;8965
18369;Aides aux entreprises;8966
18370;PME/TPE;8967
18371;Aides aux entreprises;8967
18372;PME/TPE;8968
18373;PME/TPE;8969
18374;Taxes;8970
18375;Agriculture;8970
18376;Ordre administratif;8971
18377;Justice civile;8971
18378;Agriculture;8971
18379;Institutions européennes;8972
18380;Agriculture;8972
18381;Taxes;8973
18382;Agriculture;8973
18383;Ordre administratif;8974
18384;Institutions judiciaires;8974
18385;Agriculture;8974
18386;Agriculture;8975
18387;Produits chimiques;8976
18388;Agriculture;8976
18389;Taxes;8977
18390;Agriculture;8977
18391;Taxes;8978
18392;Agriculture;8978
18393;Agriculture;8979
18394;Taxes;8980
18395;Agriculture;8980
18396;Qualité de l'eau;8981
18397;Agriculture;8981
18398;Normes de production;8982
18399;Produits chimiques;8982
18400;Occupation des sols;8982
18401;Qualité de l'eau;8982
18402;Agriculture;8982
18403;Produits chimiques;8983
18404;Agriculture;8983
18405;Retraites;8984
18406;Taxes;8984
18407;Normes de production;8984
18408;Droit du travail;8984
18409;Agriculture;8984
18410;Taxes;8985
18411;Agriculture;8985
18412;Budget;8985
18413;Bien-être animal;8986
18414;Agriculture;8986
18415;Aides aux entreprises;8987
18416;Formation professionnelle;8987
18417;Institutions européennes;8987
18418;Enseignement supérieur;8987
18419;Développement des territoires;8987
18420;Taxes;8988
18421;Agriculture;8988
18422;Taxes;8989
18423;Agriculture;8989
18424;Taxes;8990
18425;Agriculture;8990
18426;Agriculture;8991
18427;Taxes;8992
18428;Agriculture;8992
18429;Normes de production;8993
18430;Sécurité et normes alimentaires;8993
18431;Agriculture;8993
18432;Accords internationaux;8993
18433;Normes de production;8994
18434;Sécurité et normes alimentaires;8994
18435;Agriculture;8994
18436;Accords internationaux;8994
18437;Impôts;8995
18438;Aides aux entreprises;8995
18439;Agriculture;8995
18440;Energies renouvelables;8996
18441;Agriculture;8996
18442;Agriculture;8997
18443;Budget;8997
18444;Développement des territoires;8998
18445;Agriculture;8998
18446;Taxes;8999
18447;Aides aux entreprises;8999
18448;Agriculture;8999
18449;Accords internationaux;8999
18450;Budget;8999
18451;Industrie agroalimentaire;9000
18452;Agriculture;9000
18453;Budget;9000
18454;Agriculture;9001
18455;Aides aux entreprises;9002
18456;Industrie agroalimentaire;9002
18457;Energies renouvelables;9002
18458;Agriculture;9002
18459;Budget;9002
18460;Sécurité et normes alimentaires;9003
18461;Développement des territoires;9003
18462;Agriculture;9003
18463;Accords internationaux;9003
18464;Cinéma;9004
18465;Cinéma;9005
18466;Cinéma;9006
18467;Taxes;9007
18468;Transport de fret;9007
18469;Impact des transports individuels;9007
18470;Impact des transports marchands et collectifs;9007
18471;Infrastructures;9007
18472;Principe de précaution;9008
18473;Produits chimiques;9008
18474;Prévention;9008
18475;Impact de l'activité industrielle;9008
18476;Industrie agroalimentaire;9008
18477;Normes de production;9009
18478;Dépollution;9009
18479;Politique industrielle;9009
18480;Impact de l'activité industrielle;9009
18481;Ressources minières;9009
18482;Occupation des sols;9010
18483;Construction;9010
18484;Développement des territoires;9010
18485;Taxes;9011
18486;Qualité de l'eau;9011
18487;Impact de l'activité industrielle;9011
18488;Energies renouvelables;9011
18489;Pêche;9011
18490;Qualité de l'eau;9012
18491;Eaux;9012
18492;Impact de l'activité industrielle;9012
18493;Pêche;9012
18494;Agriculture;9012
18495;Construction;9013
18496;Impact de l'activité industrielle;9013
18497;Energies renouvelables;9013
18498;Energies fossiles;9013
18499;Energie nucléaire;9013
18500;Taxes;9014
18501;Normes de production;9014
18502;Déchets;9014
18503;Impact de l'activité industrielle;9014
18504;Principe de précaution;9015
18505;Impact de l'activité industrielle;9015
18506;Chasse;9015
18507;Normes de production;9016
18508;Produits chimiques;9016
18509;Qualité de l'eau;9016
18510;Impact de l'activité industrielle;9016
18511;Agriculture;9016
18512;Occupation des sols;9017
18513;Impact de l'activité industrielle;9017
18514;Chasse;9017
18515;Budget;9017
18516;Impact de l'activité industrielle;9018
18517;Forêt;9018
18518;Impact de l'activité industrielle;9019
18519;Energies renouvelables;9019
18520;Energies fossiles;9019
18521;Energie nucléaire;9019
18522;Taxes;9020
18523;Impact des transports individuels;9020
18524;Impact des transports marchands et collectifs;9020
18525;Infrastructures;9020
18526;Principe de précaution;9021
18527;Produits chimiques;9021
18528;Prévention;9021
18529;Impact de l'activité industrielle;9021
18530;Normes de production;9022
18531;Produits chimiques;9022
18532;Qualité de l'eau;9022
18533;Impact de l'activité industrielle;9022
18534;Agriculture;9022
18535;Principe de précaution;9023
18536;Qualité de l'eau;9023
18537;Impact des transports individuels;9023
18538;Impact des transports marchands et collectifs;9023
18539;Impact de l'activité industrielle;9023
18540;Normes de production;9024
18541;Politique industrielle;9024
18542;Impact de l'activité industrielle;9024
18543;Forêt;9024
18544;Normes de production;9025
18545;Principe de précaution;9025
18546;Produits chimiques;9025
18547;Dépollution;9025
18548;Impact de l'activité industrielle;9025
18549;Qualité de l'eau;9026
18550;Impact de l'activité industrielle;9026
18551;Développement économique des outre-mer;9026
18552;Energies renouvelables;9026
18553;Pêche;9026
18554;Qualité de l'eau;9027
18555;Eaux;9027
18556;Impact de l'activité industrielle;9027
18557;Pêche;9027
18558;Budget;9027
18559;Occupation des sols;9028
18560;Logement;9028
18561;Construction;9028
18562;Taxes;9029
18563;Normes de production;9029
18564;Déchets;9029
18565;Impact de l'activité industrielle;9029
18566;Normes de production;9030
18567;Principe de précaution;9030
18568;Droits et libertés fondamentales;9030
18569;Impact de l'activité industrielle;9030
18570;Bâtiments et travaux publics;9031
18571;Logement;9031
18572;Tourisme/hôtellerie;9032
18573;Impôts;9033
18574;E-commerce;9033
18575;Taxes;9034
18576;Tourisme/hôtellerie;9034
18577;E-commerce;9034
18578;Impôts;9035
18579;E-commerce;9035
18580;Tourisme/hôtellerie;9036
18581;Budget;9036
18582;E-commerce;9036
18583;Tourisme/hôtellerie;9037
18584;E-commerce;9037
18585;Tourisme/hôtellerie;9038
18586;Logement;9038
18587;E-commerce;9038
18588;Impôts;9039
18589;Tourisme/hôtellerie;9039
18590;E-commerce;9039
18591;Taxes;9040
18592;Tourisme/hôtellerie;9040
18593;E-commerce;9040
18594;Education;9041
18595;Formation professionnelle;9041
18596;Pêche;9041
18597;Accords internationaux;9041
18598;Impôts;9042
18599;Recherche et innovation;9042
18600;Enseignement supérieur;9042
18601;Budget;9042
18602;Normes de production;9043
18603;Principe de précaution;9043
18604;Sécurité et normes alimentaires;9043
18605;Industrie agroalimentaire;9043
18606;Assurance chômage;9044
18607;Dialogue social;9044
18608;Droit du travail;9044
18609;Aides aux entreprises;9044
18610;Formation professionnelle;9044
18611;Politique industrielle;9045
18612;Energies renouvelables;9045
18613;Agriculture;9045
18614;Taxation;9045
18615;Accords internationaux;9045
18616;Taxes;9046
18617;Politique industrielle;9046
18618;Industrie agroalimentaire;9046
18619;Energies renouvelables;9046
18620;Agriculture;9046
18621;Finances;9047
18622;Assurances;9047
18623;Banques;9047
18624;Institutions européennes;9047
18625;Accords internationaux;9047
18626;Prévention;9048
18627;Soins et maladies;9048
18628;Système de santé et médico-social;9048
18629;Défense;9049
18630;Marché du numérique;9049
18631;Remboursements;9050
18632;Soins et maladies;9050
18633;Système de santé et médico-social;9050
18634;Handicap;9050
18635;Discriminations;9050
18636;Médicaments;9051
18637;Système de santé et médico-social;9051
18638;Remboursements;9052
18639;Système de santé et médico-social;9052
18640;Recherche et innovation;9052
18641;Pêche;9053
18642;Droit de la concurrence;9054
18643;Système de santé et médico-social;9054
18644;Taxes;9055
18645;Industrie agroalimentaire;9055
18646;Développement des territoires;9055
18647;Energies renouvelables;9055
18648;Agriculture;9055
18649;Soins et maladies;9056
18650;Système de santé et médico-social;9056
18651;Publicité;9057
18652;Liberté d’expression et d’information;9057
18653;Soins et maladies;9057
18654;Recherche et innovation;9057
18655;Remboursements;9058
18656;Soins et maladies;9058
18657;Système de santé et médico-social;9058
18658;Handicap;9058
18659;Finances;9059
18660;Banques;9059
18661;Education;9060
18662;Formation professionnelle;9060
18663;Logement;9060
18664;Droits et libertés fondamentales;9060
18665;Enseignement supérieur;9060
18666;Education;9061
18667;Formation professionnelle;9061
18668;Logement;9061
18669;Droits et libertés fondamentales;9061
18670;Enseignement supérieur;9061
18671;Education;9062
18672;Formation professionnelle;9062
18673;Logement;9062
18674;Droits et libertés fondamentales;9062
18675;Enseignement supérieur;9062
18676;Transport de voyageurs;9063
18677;Infrastructures de télécommunications;9063
18678;Audiovisuel;9063
18679;Bâtiments et travaux publics;9063
18680;Institutions pénitentiaires;9064
18681;Institutions judiciaires;9064
18682;Tourisme/hôtellerie;9065
18683;Construction;9065
18684;Développement des territoires;9065
18685;Tourisme/hôtellerie;9066
18686;Formation professionnelle;9066
18687;Construction;9067
18688;Sécurité et normes alimentaires;9068
18689;Agriculture;9068
18690;Accès à la culture;9069
18691;Justice pénale;9070
18692;Institutions pénitentiaires;9070
18693;Institutions judiciaires;9070
18694;Protection des données;9071
18695;Accès à la culture;9072
18696;Tourisme/hôtellerie;9072
18697;Sports;9072
18698;Développement des territoires;9072
18699;Taxes;9073
18700;Transport de fret;9073
18701;Impôts;9073
18702;Infrastructures;9073
18703;Aides aux entreprises;9074
18704;Aide au développement;9074
18705;Formation professionnelle;9075
18706;Budget;9076
18707;Développement des territoires;9077
18708;Industrie agroalimentaire;9078
18709;Développement des territoires;9078
18710;Agriculture;9078
18711;Développement des territoires;9079
18712;Agriculture;9079
18713;Agriculture;9080
18714;Agriculture;9081
18715;Développement des territoires;9082
18716;Agriculture;9082
18717;Agriculture;9083
18718;Agriculture;9084
18719;Qualité de l'eau;9085
18720;Agriculture;9085
18721;Aides aux entreprises;9086
18722;Développement des territoires;9086
18723;Agriculture;9086
18724;Qualité de l'eau;9087
18725;Industrie agroalimentaire;9087
18726;Développement des territoires;9087
18727;Agriculture;9087
18728;Accords internationaux;9087
18729;Développement des territoires;9088
18730;Agriculture;9088
18731;Recherche et innovation;9089
18732;Recherche et innovation;9090
18733;Presse écrite;9091
18734;Droit d'auteur;9091
18735;Taxes;9092
18736;Presse écrite;9092
18737;Presse écrite;9093
18738;Taxes;9094
18739;Presse écrite;9094
18740;Dialogue social;9095
18741;Droit du travail;9095
18742;Presse écrite;9095
18743;Déchets;9096
18744;Agriculture;9096
18745;Déchets;9097
18746;Agriculture;9097
18747;Industrie agroalimentaire;9098
18748;Agriculture;9099
18749;Dialogue social;9100
18750;Politique industrielle;9100
18751;Système de santé et médico-social;9100
18752;Recherche et innovation;9100
18753;Médicaments;9101
18754;Soins et maladies;9101
18755;Système de santé et médico-social;9101
18756;Remboursements;9102
18757;Prévention;9102
18758;Médicaments;9102
18759;Soins et maladies;9102
18760;Système de santé et médico-social;9102
18761;Retraites;9103
18762;Dialogue social;9103
18763;Politique industrielle;9103
18764;Système de santé et médico-social;9103
18765;Recherche et innovation;9103
18766;Déchets;9104
18767;Bâtiments et travaux publics;9104
18768;Politique industrielle;9104
18769;Construction;9104
18770;Politique industrielle;9105
18771;Défense;9106
18772;Défense;9107
18773;Défense;9108
18774;Défense;9109
18775;Budget;9109
18776;Défense;9110
18777;Budget;9110
18778;Défense;9111
18779;Budget;9111
18780;Défense;9112
18781;Sécurité nationale;9112
18782;Budget;9112
18783;Défense;9113
18784;Budget;9113
18785;Défense;9114
18786;Budget;9114
18787;Défense;9115
18788;Défense;9116
18789;Budget;9116
18790;Défense;9117
18791;Budget;9117
18792;Développement des territoires;9118
18793;Energies renouvelables;9118
18794;Finances;9119
18795;Impôts;9119
18796;PME/TPE;9119
18797;Aides aux entreprises;9119
18798;Droit de la concurrence;9120
18799;Marchés réglementés;9120
18800;Institutions européennes;9120
18801;Energies renouvelables;9120
18802;Droit de la concurrence;9121
18803;Marchés réglementés;9121
18804;Energies renouvelables;9121
18805;Energie nucléaire;9121
18806;Institutions européennes;9122
18807;Energies renouvelables;9122
18808;Energies fossiles;9122
18809;Energie nucléaire;9122
18810;PME/TPE;9123
18811;Aides aux entreprises;9123
18812;Energies renouvelables;9123
18813;Budget;9123
18814;Marchés réglementés;9124
18815;Energies renouvelables;9124
18816;Développement des territoires;9125
18817;Energies renouvelables;9125
18818;Droit de la concurrence;9126
18819;Marchés réglementés;9126
18820;Energies renouvelables;9126
18821;Droit de la concurrence;9127
18822;Marchés réglementés;9127
18823;Energies renouvelables;9127
18824;Energies fossiles;9127
18825;Energie nucléaire;9127
18826;Taxes;9128
18827;Jeux d'argent;9128
18828;Développement des territoires;9128
18829;Taxes;9129
18830;Patrimoine;9129
18831;Jeux d'argent;9129
18832;Sports;9129
18833;Développement des territoires;9129
18834;Taxes;9130
18835;Jeux d'argent;9130
18836;Budget;9130
18837;Taxes;9131
18838;Patrimoine;9131
18839;Jeux d'argent;9131
18840;Développement des territoires;9131
18841;Taxes;9132
18842;Jeux d'argent;9132
18843;Budget;9132
18844;Patrimoine;9133
18845;Jeux d'argent;9133
18846;Budget;9133
18847;Jeux d'argent;9134
18848;Marchés réglementés;9134
18849;Budget;9134
18850;Jeux d'argent;9135
18851;Marchés réglementés;9135
18852;Budget;9135
18853;Jeux d'argent;9136
18854;Marchés réglementés;9136
18855;Collectivités territoriales;9136
18856;Budget;9136
18857;Jeux d'argent;9137
18858;Sports;9137
18859;Collectivités territoriales;9137
18860;Budget;9137
18861;Aides aux entreprises;9138
18862;Bâtiments et travaux publics;9139
18863;Logement;9139
18864;Construction;9139
18865;Infrastructures;9139
18866;Occupation des sols;9140
18867;Bâtiments et travaux publics;9140
18868;Logement;9140
18869;Construction;9140
18870;Infrastructures;9140
18871;Bâtiments et travaux publics;9141
18872;Logement;9141
18873;Construction;9141
18874;Aides aux entreprises;9142
18875;Aides aux entreprises;9143
18876;Aides aux entreprises;9144
18877;Aides aux entreprises;9145
18878;Aides aux entreprises;9146
18879;Occupation des sols;9147
18880;Bâtiments et travaux publics;9147
18881;Construction;9147
18882;Transports alternatifs;9147
18883;Infrastructures;9147
18884;Occupation des sols;9148
18885;Bâtiments et travaux publics;9148
18886;Logement;9148
18887;Construction;9148
18888;Tourisme/hôtellerie;9149
18889;Politique industrielle;9150
18890;Marché du numérique;9150
18891;Formation professionnelle;9151
18892;Protection des données;9152
18893;Politique industrielle;9153
18894;Marché du numérique;9153
18895;Droit du travail;9154
18896;Formation professionnelle;9154
18897;Marché du numérique;9154
18898;Taxes;9155
18899;Marché du numérique;9155
18900;Brevet;9156
18901;Marché du numérique;9156
18902;Budget;9156
18903;Accès à la culture;9157
18904;Marché du numérique;9157
18905;Marché du numérique;9158
18906;Politique industrielle;9159
18907;Marché du numérique;9160
18908;Protection des données;9161
18909;Marché du numérique;9161
18910;Recherche et innovation;9162
18911;Marché du numérique;9162
18912;Marché du numérique;9163
18913;Marché du numérique;9164
18914;Politique industrielle;9165
18915;Marché du numérique;9166
18916;Marché du numérique;9167
18917;Marché du numérique;9168
18918;Impôts;9169
18919;Budget;9170
18920;Protection des données;9171
18921;Impôts;9172
18922;Système de santé et médico-social;9173
18923;Energies renouvelables;9174
18924;Partenariats public/privé;9175
18925;Protection des données;9175
18926;Marché du numérique;9175
18927;Appellations;9176
18928;Marché du numérique;9177
18929;Marché du numérique;9178
18930;Marché du numérique;9179
18931;Soins et maladies;9180
18932;Industrie agroalimentaire;9181
18933;Agriculture;9181
18934;Education;9182
18935;Prévention;9182
18936;Soins et maladies;9182
18937;Education;9183
18938;Prévention;9183
18939;Soins et maladies;9183
18940;Industrie agroalimentaire;9184
18941;Agriculture;9184
18942;Protection des données;9185
18943;Marché du numérique;9185
18944;Industrie agroalimentaire;9186
18945;Agriculture;9186
18946;Professions réglementées;9187
18947;Prévention;9187
18948;Médicaments;9187
18949;Soins et maladies;9187
18950;Système de santé et médico-social;9187
18951;Recherche et innovation;9188
18952;Protection des données;9188
18953;Sports;9189
18954;Professions réglementées;9190
18955;Prévention;9190
18956;Médicaments;9190
18957;Soins et maladies;9190
18958;Système de santé et médico-social;9190
18959;Marché du numérique;9191
18960;Logement;9192
18961;Logement;9193
18962;Taxes;9194
18963;Impôts;9194
18964;Marchés réglementés;9194
18965;Impôts;9195
18966;PME/TPE;9195
18967;Marchés réglementés;9195
18968;Impôts;9196
18969;Marchés réglementés;9197
18970;Accès à la culture;9198
18971;Accès à la culture;9199
18972;Déchets;9200
18973;Industrie agroalimentaire;9200
18974;Industrie agroalimentaire;9201
18975;Industrie agroalimentaire;9202
18976;Industrie agroalimentaire;9203
18977;Industrie agroalimentaire;9204
18978;Agriculture;9204
18979;Institutions européennes;9205
18980;Politique industrielle;9205
18981;Accords internationaux;9205
18982;Finances;9206
18983;Politique industrielle;9207
18984;Recherche et innovation;9207
18985;Publicité;9208
18986;Prévention;9208
18987;Sports;9208
18988;Prévention;9209
18989;Prévention;9210
18990;Système de santé et médico-social;9210
18991;Publicité;9211
18992;Prévention;9211
18993;Sports;9211
18994;Prévention;9212
18995;Soins et maladies;9212
18996;Système de santé et médico-social;9212
18997;Prévention;9213
18998;Soins et maladies;9213
18999;Système de santé et médico-social;9213
19000;Prévention;9214
19001;Prévention;9215
19002;Publicité;9216
19003;Prévention;9216
19004;Prévention;9217
19005;Système de santé et médico-social;9217
19006;Prévention;9218
19007;Soins et maladies;9218
19008;Système de santé et médico-social;9218
19009;PME/TPE;9219
19010;Industrie agroalimentaire;9219
19011;Sécurité et normes alimentaires;9220
19012;Industrie agroalimentaire;9220
19013;Agriculture;9220
19014;Sécurité et normes alimentaires;9221
19015;Industrie agroalimentaire;9221
19016;Publicité;9222
19017;Industrie agroalimentaire;9222
19018;Industrie agroalimentaire;9223
19019;Sécurité et normes alimentaires;9224
19020;Industrie agroalimentaire;9224
19021;Agriculture;9224
19022;Industrie agroalimentaire;9225
19023;Agriculture;9225
19024;Sécurité et normes alimentaires;9226
19025;Industrie agroalimentaire;9226
19026;Industrie agroalimentaire;9227
19027;Agriculture;9227
19028;Politique industrielle;9228
19029;Industrie agroalimentaire;9228
19030;Agriculture;9228
19031;Taxes;9229
19032;Industrie agroalimentaire;9229
19033;Budget;9229
19034;Déchets;9230
19035;Industrie agroalimentaire;9230
19036;Industrie agroalimentaire;9231
19037;Agriculture;9231
19038;Sécurité et normes alimentaires;9232
19039;Industrie agroalimentaire;9232
19040;Industrie agroalimentaire;9233
19041;Industrie agroalimentaire;9234
19042;Agriculture;9234
19043;Industrie agroalimentaire;9235
19044;Agriculture;9235
19045;Taxes;9236
19046;Industrie agroalimentaire;9236
19047;Budget;9236
19048;Sécurité et normes alimentaires;9237
19049;Industrie agroalimentaire;9237
19050;Agriculture;9237
19051;Sécurité et normes alimentaires;9238
19052;Industrie agroalimentaire;9238
19053;Agriculture;9238
19054;Industrie agroalimentaire;9239
19055;Agriculture;9239
19056;Soins et maladies;9240
19057;Système de santé et médico-social;9240
19058;Prévention;9241
19059;Soins et maladies;9241
19060;Médicaments;9242
19061;Prévention;9243
19062;Soins et maladies;9243
19063;Système de santé et médico-social;9243
19064;Soins et maladies;9244
19065;Système de santé et médico-social;9244
19066;Prévention;9245
19067;Soins et maladies;9246
19068;Prévention;9247
19069;Prévention;9248
19070;Soins et maladies;9248
19071;Système de santé et médico-social;9248
19072;Prévention;9249
19073;Soins et maladies;9249
19074;Système de santé et médico-social;9249
19075;Prévention;9250
19076;Médicaments;9250
19077;Soins et maladies;9250
19078;Système de santé et médico-social;9250
19079;Prévention;9251
19080;Médicaments;9251
19081;Soins et maladies;9251
19082;Système de santé et médico-social;9251
19083;Agriculture;9252
19084;Impôts;9253
19085;Formation professionnelle;9254
19086;Impôts;9255
19087;Logement;9256
19088;Impôts;9257
19089;Energies renouvelables;9258
19090;Formation professionnelle;9259
19091;Bâtiments et travaux publics;9259
19092;Logement;9259
19093;Construction;9259
19094;Budget;9259
19095;Impôts;9260
19096;Impôts;9261
19097;Professions réglementées;9262
19098;Patrimoine;9262
19099;Accès aux moyens de télécommunications;9263
19100;Infrastructures de télécommunications;9263
19101;Droit de la concurrence;9264
19102;Soins et maladies;9264
19103;Accès à l’Internet;9265
19104;Droit de la concurrence;9265
19105;Institutions européennes;9265
19106;Marché du numérique;9265
19107;Accès aux moyens de télécommunications;9266
19108;Infrastructures de télécommunications;9266
19109;Industrie agroalimentaire;9267
19110;Industrie aéronautique;9268
19111;Industrie agroalimentaire;9269
19112;Droit de la concurrence;9270
19113;Enseignement supérieur;9270
19114;Logement;9271
19115;Accès à l’Internet;9272
19116;Accès à la culture;9272
19117;Protection des données;9272
19118;Marché du numérique;9272
19119;Agriculture;9273
19120;Produits chimiques;9274
19121;Impact de l'activité industrielle;9274
19122;Sécurité routière;9275
19123;Retraites;9276
19124;Droit du travail;9276
19125;Patrimoine;9276
19126;Livre;9276
19127;Cinéma;9276
19128;Sécurité routière;9277
19129;Impôts;9278
19130;Cinéma;9278
19131;Droit du travail;9279
19132;Spectacle vivant;9279
19133;Handicap;9280
19134;Sécurité routière;9281
19135;Handicap;9282
19136;Accès à l’Internet;9283
19137;Protection des données;9283
19138;Sécurité routière;9284
19139;Professions réglementées;9285
19140;Patrimoine;9285
19141;Politique industrielle;9286
19142;Espionnage et surveillance;9286
19143;Sécurité nationale;9286
19144;Institutions pénitentiaires;9286
19145;Infrastructures;9286
19146;Accès à l’Internet;9287
19147;Accès à la culture;9287
19148;Politique industrielle;9287
19149;Protection des données;9287
19150;Marché du numérique;9287
19151;Impôts;9288
19152;Agriculture;9289
19153;Logement;9290
19154;Droit de la concurrence;9291
19155;Accès aux moyens de télécommunications;9291
19156;Infrastructures de télécommunications;9291
19157;PME/TPE;9292
19158;Presse écrite;9292
19159;Système de santé et médico-social;9292
19160;Education;9293
19161;PME/TPE;9294
19162;Système de santé et médico-social;9294
19163;PME/TPE;9295
19164;Système de santé et médico-social;9295
19165;Education;9296
19166;Assurances;9297
19167;Banques;9297
19168;Assurances;9298
19169;Banques;9298
19170;Taxes;9299
19171;Impôts;9299
19172;PME/TPE;9299
19173;Droit du travail;9299
19174;Aides aux entreprises;9299
19175;Politique industrielle;9300
19176;Energie nucléaire;9300
19177;Dialogue social;9301
19178;Droit du travail;9301
19179;Formation professionnelle;9301
19180;Taxes;9302
19181;Impôts;9302
19182;Protection des données;9302
19183;E-commerce;9302
19184;Taxes;9303
19185;E-commerce;9303
19186;Protection des données;9304
19187;E-commerce;9304
19188;Taxes;9305
19189;Marché du numérique;9305
19190;E-commerce;9305
19191;Système de santé et médico-social;9306
19192;Remboursements;9307
19193;Soins et maladies;9307
19194;Système de santé et médico-social;9307
19195;Bâtiments et travaux publics;9308
19196;Bâtiments et travaux publics;9309
19197;Bâtiments et travaux publics;9310
19198;Bâtiments et travaux publics;9311
19199;Logement;9311
19200;Construction;9311
19201;Spectacle vivant;9312
19202;Patrimoine;9312
19203;Bâtiments et travaux publics;9313
19204;Bâtiments et travaux publics;9314
19205;Bâtiments et travaux publics;9315
19206;Logement;9316
19207;Bâtiments et travaux publics;9317
19208;Logement;9318
19209;Logement;9319
19210;Déchets;9320
19211;Déchets;9321
19212;Impact de l'activité industrielle;9322
19213;Déchets;9323
19214;Déchets;9324
19215;Taxes;9325
19216;Marché du numérique;9325
19217;E-commerce;9325
19218;Protection des données;9326
19219;Marché du numérique;9326
19220;E-commerce;9326
19221;Protection des données;9327
19222;Marché du numérique;9327
19223;E-commerce;9327
19224;Taxes;9328
19225;Marché du numérique;9328
19226;E-commerce;9328
19227;Taxes;9329
19228;Marché du numérique;9329
19229;E-commerce;9329
19230;Taxes;9330
19231;Marché du numérique;9330
19232;E-commerce;9330
19233;Taxes;9331
