;beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
3189;UNION DIFFUS INFORM FUNERAIRE EUROPEENNE;176;0
3190;COOPERATIVE DES GOLFS INDEPENDANTS;176;0
3191;SPORT 2000 FRANCE;176;0
3192;AXENERGIE;176;0
3193;CARRELIA DEVELOPPEMENT;176;0
3194;GROUPE INTERSPORT;176;0
3195;ITM ENTREPRISES SA;176;0
3196;STARTER LES NOUVEAUX DISQUAIRES;176;0
3197;SA COOPERATIVE D'OPTICIENS LUNETIERS;176;0
3198;SOCIETE POUR L'APPROVISIONNEMENT, LA PROMOTION ET LES ETUDES COMMERCIALES;176;0
3199;FRANCE MATERNITE;176;0
3200;S.C.H.C. (SOCIETE COOPERATIVE DES HOTELS CITOTEL);176;0
3201;ENTENTE PROF SPECIALISTES ENF;176;0
3202;COMPTOIR FRANCAIS DE LA QUINCAILLERIE;176;0
3203;SYNDICAT NATIONAL DES DISTRIB;177;0
3204;COMPAGNIE MINIERE MONTAGNE D'OR;178;1
3205;COMPAGNIE MINIERE MONTAGNE D'OR;179;1
3206;FEDERAT FRANCAISE DE LA FRANCHISE;180;1
3207;FEDERAT FRANCAISE DE LA FRANCHISE;181;1
3208;FEDERAT FRANCAISE DE LA FRANCHISE;182;1
3209;FEDERAT FRANCAISE DE LA FRANCHISE;183;1
3210;FEDERAT FRANCAISE DE LA FRANCHISE;184;1
3211;FEDERAT FRANCAISE DE LA FRANCHISE;185;1
3212;FEDERAT FRANCAISE DE LA FRANCHISE;186;1
3213;FEDERAT FRANCAISE DE LA FRANCHISE;187;1
3214;FEDERAT FRANCAISE DE LA FRANCHISE;188;1
3215;FEDERAT FRANCAISE DE LA FRANCHISE;189;1
3216;FEDERAT FRANCAISE DE LA FRANCHISE;190;1
3217;FEDERAT FRANCAISE DE LA FRANCHISE;191;1
3218;FEDERAT FRANCAISE DE LA FRANCHISE;192;1
3219;FEDERAT FRANCAISE DE LA FRANCHISE;193;1
3220;FEDERAT FRANCAISE DE LA FRANCHISE;194;1
3221;FEDERAT FRANCAISE DE LA FRANCHISE;195;1
3222;FEDERAT FRANCAISE DE LA FRANCHISE;196;1
3223;ENTREPRENEURS DES TERRITOIRES;197;1
3224;ENTREPRENEURS DES TERRITOIRES;198;1
3225;ENTREPRENEURS DES TERRITOIRES;199;1
3226;ENTREPRENEURS DES TERRITOIRES;200;1
3227;ENTREPRENEURS DES TERRITOIRES;201;1
3228;ENTREPRENEURS DES TERRITOIRES;202;1
3229;ENTREPRENEURS DES TERRITOIRES;203;1
3230;ENTREPRENEURS DES TERRITOIRES;204;1
3231;ENTREPRENEURS DES TERRITOIRES;205;1
3232;ENTREPRENEURS DES TERRITOIRES;206;1
3233;URGO GROUP;207;1
3234;MEDECINS DU MONDE;208;1
3235;MEDECINS DU MONDE;209;1
3236;MEDECINS DU MONDE;210;1
3237;MEDECINS DU MONDE;211;1
3238;MEDECINS DU MONDE;212;1
3239;MEDECINS DU MONDE;213;1
3240;MEDECINS DU MONDE;214;1
3241;MEDECINS DU MONDE;215;1
3242;MEDECINS DU MONDE;216;1
3243;MEDECINS DU MONDE;217;1
3244;MEDECINS DU MONDE;218;1
3245;MEDECINS DU MONDE;219;1
3246;MEDECINS DU MONDE;220;1
3247;MEDECINS DU MONDE;221;1
3248;MEDECINS DU MONDE;222;1
3249;MEDECINS DU MONDE;223;1
3250;ASS  FENACEREM;224;1
3251;BOULANGER;225;0
3252;SERCA;225;0
3253;GENERALE DE TELEPHONE;225;0
3254;HOIST GROUP HOLDING FRANCE;225;0
3255;CONNEXION;225;0
3256;CENTRALE D ACHAT UBALDI;225;0
3257;RESEAU CLUBS BOUYGUES TELECOM;225;0
3258;DARTY HOLDINGS;225;0
3259;PULSAT;225;0
3260;AVENIRDIRIGEANT;225;0
3261;CENTRALE PRO;225;0
3262;GROUPE FNAC;225;0
3263;ASS  FENACEREM;226;1
3264;BOULANGER;226;0
3265;SERCA;226;0
3266;GENERALE DE TELEPHONE;226;0
3267;HOIST GROUP HOLDING FRANCE;226;0
3268;CONNEXION;226;0
3269;CENTRALE D ACHAT UBALDI;226;0
3270;RESEAU CLUBS BOUYGUES TELECOM;226;0
3271;DARTY HOLDINGS;226;0
3272;PULSAT;226;0
3273;AVENIRDIRIGEANT;226;0
3274;CENTRALE PRO;226;0
3275;GROUPE FNAC;226;0
3276;ASS  FENACEREM;227;1
3277;BOULANGER;227;0
3278;SERCA;227;0
3279;GENERALE DE TELEPHONE;227;0
3280;HOIST GROUP HOLDING FRANCE;227;0
3281;CONNEXION;227;0
3282;CENTRALE D ACHAT UBALDI;227;0
3283;RESEAU CLUBS BOUYGUES TELECOM;227;0
3284;DARTY HOLDINGS;227;0
3285;PULSAT;227;0
3286;AVENIRDIRIGEANT;227;0
3287;CENTRALE PRO;227;0
3288;GROUPE FNAC;227;0
3289;BOULANGER;228;0
3290;SERCA;228;0
3291;GENERALE DE TELEPHONE;228;0
3292;HOIST GROUP HOLDING FRANCE;228;0
3293;CONNEXION;228;0
3294;CENTRALE D ACHAT UBALDI;228;0
3295;RESEAU CLUBS BOUYGUES TELECOM;228;0
3296;DARTY HOLDINGS;228;0
3297;PULSAT;228;0
3298;AVENIRDIRIGEANT;228;0
3299;GROUPE FNAC;228;0
3300;CENTRALE PRO;228;0
3301;BOULANGER;229;0
3302;SERCA;229;0
3303;GENERALE DE TELEPHONE;229;0
3304;HOIST GROUP HOLDING FRANCE;229;0
3305;CONNEXION;229;0
3306;CENTRALE D ACHAT UBALDI;229;0
3307;RESEAU CLUBS BOUYGUES TELECOM;229;0
3308;DARTY HOLDINGS;229;0
3309;PULSAT;229;0
3310;AVENIRDIRIGEANT;229;0
3311;GROUPE FNAC;229;0
3312;CENTRALE PRO;229;0
3313;BOULANGER;230;0
3314;SERCA;230;0
3315;GENERALE DE TELEPHONE;230;0
3316;HOIST GROUP HOLDING FRANCE;230;0
3317;CONNEXION;230;0
3318;CENTRALE D ACHAT UBALDI;230;0
3319;RESEAU CLUBS BOUYGUES TELECOM;230;0
3320;DARTY HOLDINGS;230;0
3321;PULSAT;230;0
3322;AVENIRDIRIGEANT;230;0
3323;GROUPE FNAC;230;0
3324;CENTRALE PRO;230;0
3325;COMITE SALINES FRANCE;231;0
3326;COMITE SALINES FRANCE;232;0
3327;COMITE SALINES FRANCE;233;0
3328;COMITE SALINES FRANCE;234;0
3329;COMITE SALINES FRANCE;235;0
3330;COMITE SALINES FRANCE;236;0
3331;SYND RETR TRAIT AMIANTE AUT POLLUANTS;237;0
3332;CINOV FIDI DIAGNOSTIQUE;238;0
3333;COMITE SALINES FRANCE;239;0
3334;COMITE SALINES FRANCE;240;0
3335;CINOV FIDI DIAGNOSTIQUE;241;0
3336;COMITE SALINES FRANCE;242;0
3337;COMITE SALINES FRANCE;243;0
3338;COMITE SALINES FRANCE;244;0
3339;SYND RETR TRAIT AMIANTE AUT POLLUANTS;245;0
3340;SYND RETR TRAIT AMIANTE AUT POLLUANTS;246;0
3341;SYND RETR TRAIT AMIANTE AUT POLLUANTS;247;0
3342;COMITE SALINES FRANCE;248;0
3343;COMITE SALINES FRANCE;249;0
3344;COMITE SALINES FRANCE;250;0
3345;CONSEIL NATIONAL ORDRE DES SAGES FEMMES;251;1
3346;CONSEIL NATIONAL ORDRE DES SAGES FEMMES;252;1
3347;CONSEIL NATIONAL ORDRE DES SAGES FEMMES;253;1
3348;CONSEIL NATIONAL ORDRE DES SAGES FEMMES;254;1
3349;CONSEIL NATIONAL ORDRE DES SAGES FEMMES;255;1
3350;CONSEIL NATIONAL ORDRE DES SAGES FEMMES;256;1
3351;CONSEIL NATIONAL ORDRE DES SAGES FEMMES;257;1
3352;CONSEIL NATIONAL ORDRE DES SAGES FEMMES;258;1
3353;ALTA CONSEILS;259;1
3354;FRANCE BREVETS;260;1
3355;FRANCE BREVETS;261;1
3356;FRANCE BREVETS;262;1
3357;FRANCE BREVETS;263;1
3358;FRANCE BREVETS;264;1
3359;FRANCE BREVETS;265;1
3360;FONDATION POUR L ECOLE;266;1
3361;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;267;1
3362;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;268;1
3363;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;269;1
3364;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;270;1
3365;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;271;1
3366;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;272;1
3367;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;273;1
3368;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;274;1
3369;ASSOCIATION FRANCAISE DES SOCIETES DE PLACEMENT IMMOBILIER;275;1
3370;ELSAN SAS;276;1
3371;L'OREAL;277;1
3372;L'OREAL;278;1
3373;L'OREAL;279;1
3374;L'OREAL;280;1
3375;L'OREAL;281;1
3376;L'OREAL;282;1
3377;L'OREAL;283;1
3378;L'OREAL;284;1
3379;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;285;1
3380;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;286;1
3381;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;287;1
3382;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;288;1
3383;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;289;1
3384;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;290;1
3385;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;291;1
3386;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;292;1
3387;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;293;1
3388;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;294;1
3389;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;295;1
3390;FEDERATION DU NEGOCE DE BOIS ET DES MATERIAUX DE CONSTRUCTION - FNBM;296;1
3391;FEDERATION NATIONALE CINEMAS FRAN;297;1
3392;MEDTRONIC FRANCE;298;1
3393;MEDTRONIC FRANCE;299;1
3394;MEDTRONIC FRANCE;300;1
3395;MEDTRONIC FRANCE;301;1
3396;MEDTRONIC FRANCE;302;1
3397;MEDTRONIC FRANCE;303;1
3398;MEDTRONIC FRANCE;304;1
3399;MEDTRONIC FRANCE;305;1
3400;MEDTRONIC FRANCE;306;1
3401;MEDTRONIC FRANCE;307;1
3402;MEDTRONIC FRANCE;308;1
3403;MEDTRONIC FRANCE;309;1
3404;MEDTRONIC FRANCE;310;1
3405;MEDTRONIC FRANCE;311;1
3406;MEDTRONIC FRANCE;312;1
3407;MEDTRONIC FRANCE;313;1
3408;MEDTRONIC FRANCE;314;1
3409;MEDTRONIC FRANCE;315;1
3410;MEDTRONIC FRANCE;316;1
3411;MEDTRONIC FRANCE;317;1
3412;MEDTRONIC FRANCE;318;1
3413;MEDTRONIC FRANCE;319;1
3414;MEDTRONIC FRANCE;320;1
3415;MEDTRONIC FRANCE;321;1
3416;INSTITUT JOSEPH PATRICK KENNEDY;322;1
3417;INSTITUT JOSEPH PATRICK KENNEDY;323;1
3418;SYND PROF EDITEURS LOGICIELS LOISIRS;324;1
3419;SYND PROF EDITEURS LOGICIELS LOISIRS;325;1
3420;SYND PROF EDITEURS LOGICIELS LOISIRS;326;1
3421;SYNDICAT NATIONAL FAB HUILE;327;1
3422;SYNDICAT NATIONAL FAB HUILE;328;1
3423;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;329;1
3424;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;330;1
3425;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;331;1
3426;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;332;1
3427;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;333;1
3428;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;334;1
3429;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;335;1
3430;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;336;1
3431;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;337;1
3432;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;338;1
3433;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;339;1
3434;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;340;1
3435;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;341;1
3436;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;342;1
3437;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;343;1
3438;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;344;1
3439;PLAN INTERNATIONAL FRANCE;345;1
3440;PLAN INTERNATIONAL FRANCE;346;1
3441;PLAN INTERNATIONAL FRANCE;347;1
3442;PLAN INTERNATIONAL FRANCE;348;1
3443;PLAN INTERNATIONAL FRANCE;349;1
3444;PLAN INTERNATIONAL FRANCE;350;1
3445;PLAN INTERNATIONAL FRANCE;351;1
3446;FDSEA 09;352;1
3447;FDSEA 09;353;1
3448;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;354;1
3449;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;355;1
3450;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;356;1
3451;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;357;1
3452;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;358;1
3453;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;359;1
3454;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;360;1
3455;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;361;1
3456;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;362;1
3457;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;363;1
3458;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;364;1
3459;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;365;1
3460;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;366;1
3461;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;367;1
3462;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;368;1
3463;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;369;1
3464;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;370;1
3465;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;371;1
3466;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;372;1
3467;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;373;1
3468;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;374;1
3469;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;375;1
3470;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;376;1
3471;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;377;1
3472;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;378;1
3473;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;379;1
3474;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;380;1
3475;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;381;1
3476;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;382;1
3477;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;383;1
3478;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;384;1
3479;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;385;1
3480;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;386;1
3481;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;387;1
3482;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;388;1
3483;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;389;1
3484;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;390;1
3485;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;391;1
3486;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;392;1
3487;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;393;1
3488;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;394;1
3489;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;395;1
3490;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;396;1
3491;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;397;1
3492;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;398;1
3493;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;399;1
3494;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;400;1
3495;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;401;1
3496;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;402;1
3497;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;403;1
3498;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;404;1
3499;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;405;1
3500;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;406;1
3501;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;407;1
3502;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;408;1
3503;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;409;1
3504;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;410;1
3505;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;411;1
3506;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;412;1
3507;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;413;1
3508;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;414;1
3509;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;415;1
3510;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;416;1
3511;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;417;1
3512;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;418;1
3513;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;419;1
3514;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;420;1
3515;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;421;1
3516;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;422;1
3517;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;423;1
3518;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;424;1
3519;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;425;1
3520;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;426;1
3521;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;427;1
3522;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;428;1
3523;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;429;1
3524;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;430;1
3525;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;431;1
3526;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;432;1
3527;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;433;1
3528;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;434;1
3529;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;435;1
3530;UNION DES EMPLOYEURS DE L'ECONOMIE SOCIALE ET SOLIDAIRE;436;1
3531;FEDERAT ECOLE SUPER INGENIEURS CADRES;437;0
3532;ALILA PROMOTION;438;0
3533;ALIAPUR;439;1
3534;ALIAPUR;440;1
3535;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);441;1
3536;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);442;1
3537;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);443;1
3538;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);444;1
3539;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);445;1
3540;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);446;1
3541;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);447;1
3542;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);448;1
3543;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);449;1
3544;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);450;1
3545;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);451;1
3546;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);452;1
3547;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);453;1
3548;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);454;1
3549;L'UNION DES ENTREPRISES DE LA FILIERE DU SPORT DES LOISIRS DU CYCLE ET DE LA MOBILITE (L'UNION SPORT ET CYCLE);455;1
3550;ASSOCIATION DES LOUEURS A DOUBLE COMMANDE (ADLC);456;1
3551;ASSOCIATION DES LOUEURS A DOUBLE COMMANDE (ADLC);457;1
3552;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;458;1
3553;ALINEA;458;0
3554;GROUP EUROP FINANC ETUDES COMMERCIALES;458;0
3555;IDEAL HOME CONCEPT (I.H.C);458;0
3556;FIRST SERVICE;458;0
3557;SOC EUROPEENNE AGENCEMET SEA;458;0
3558;BOCONCEPT  RETAIL FRANCE SARL;458;0
3559;BUT INTERNATIONAL;458;0
3560;CAMIF MATELSOM;458;0
3561;GROUPEMENT MOBILIER DE FRANCE;458;0
3562;CHANTEMUR;458;0
3563;CONFORAMA FRANCE;458;0
3564;DECORATEURS ET EBENISTES DE FRANCE;458;0
3565;SOCIETE D'EXPLOITATION RAPP;458;0
3566;FRANCE LITERIE EXPANSION;458;0
3567;GAUTIER FRANCE;458;0
3568;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;458;0
3569;HABITAT FRANCE;458;0
3570;HOME CONCEPT GROUP;458;0
3571;DECOR HEYTENS FRANCE;458;0
3572;MEURAMA FRANCE;458;0
3573;MEUBLES IKEA FRANCE;458;0
3574;KERIA;458;0
3575;SODIPRAM;458;0
3576;LA HALLE AU SOMMEIL DEVELOPPEMENT - H.S.D.;458;0
3577;LAURIE LUMIERES;458;0
3578;CONFORT DECOR;458;0
3579;ROCHE BOBOIS GROUPE;458;0
3580;SOC ACHAT GESTION AMEUBLEMENT;458;0
3581;SCHMIDT GROUPE;458;0
3582;STORY FRANCE;458;0
3583;UNION COMMERCIALE EQUIPEMENT MOBILIER;458;0
3584;STAMP;458;0
3585;TAPIS SAINT MACLOU;458;0
3586;XXL COMPANY;458;0
3587;FEDER FRANCA NEGOCE AMEUBLE EQUIP MAISON;459;1
3588;ALINEA;459;0
3589;GROUP EUROP FINANC ETUDES COMMERCIALES;459;0
3590;IDEAL HOME CONCEPT (I.H.C);459;0
3591;FIRST SERVICE;459;0
3592;SOC EUROPEENNE AGENCEMET SEA;459;0
3593;BOCONCEPT  RETAIL FRANCE SARL;459;0
3594;BUT INTERNATIONAL;459;0
3595;CAMIF MATELSOM;459;0
3596;GROUPEMENT MOBILIER DE FRANCE;459;0
3597;CHANTEMUR;459;0
3598;CONFORAMA FRANCE;459;0
3599;DECORATEURS ET EBENISTES DE FRANCE;459;0
3600;SOCIETE D'EXPLOITATION RAPP;459;0
3601;FRANCE LITERIE EXPANSION;459;0
3602;GAUTIER FRANCE;459;0
3603;GROUPEMENT ET RECHERCHE EN AMEUBLEMENT;459;0
3604;HABITAT FRANCE;459;0
3605;HOME CONCEPT GROUP;459;0
3606;DECOR HEYTENS FRANCE;459;0
3607;MEURAMA FRANCE;459;0
3608;MEUBLES IKEA FRANCE;459;0
